,Unnamed: 0,Unnamed: 0.1,Date,Name,ASCII Name,Governor ID,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,KP By Kills,Kill Points_diff,T1 Kills_diff,T2 Kills_diff,T3 Kills_diff,T4 Kills_diff,T5 Kills_diff,RSS Assistance_diff,Dead Troops_diff
2825,2825,4490,2021-12-14,Himurã,Himura,63598668,RA38,93279138.0,146111550,1749593400,17336421,2967930,2420824,73722054,49664321,883746430,2043,0,1749593400.0,147323888.0,63260.0,292382.0,81263.0,4014762.0,5312690.0,0.0,-4275479.0
2872,2872,3855,2021-12-09,toops405,toops405,63733625,RK38,51307414.0,10369651,88402286,1779294,1712006,301309,4812366,1764676,0,41669,2104412,88402286.0,0.0,0.0,0.0,0.0,0.0,0.0,-687208413.0,0.0
2873,2873,5097,2021-12-14,toops405,toops405,63733625,RK38,55140463.0,2432719,95135698,782954,712006,1309,936430,20,687208413,42382,2231446,10950538.0,6733412.0,-996340.0,-1000000.0,-300000.0,-3875936.0,-1764656.0,687208413.0,127034.0
2879,2879,4839,2021-12-14,SabdopaloN Jr,SabdopaloN Jr,63736667,P]RE,29234922.0,11001172,50870911,3704927,1681967,1817378,3644152,152748,0,46088,1475114,50870911.0,0.0,0.0,0.0,0.0,0.0,0.0,-3114066397.0,0.0
2891,2891,5003,2021-12-14,Warlord Ragnär,Warlord Ragnar,63751320,RK38,52557133.0,5160293,403823658,91591,6283,114476,4947717,226,2126155028,53322,4166298,49970478.0,6600222.0,-587642.0,-999739.0,-999508.0,-19857860.0,-7127966.0,100000000.0,10091.0
2897,2897,4346,2021-12-14,CISILIA,CISILIA,63774991,RA38,91650813.0,88624604,957580957,9694827,5056661,4202330,46469637,23201149,0,123885,0,957580957.0,70343194.0,33480.0,12024.0,0.0,2167083.0,2432081.0,-4966795423.0,-7503241.0
2945,2945,4246,2021-12-14,ABØ AŁ HASSAN,ABO AL HASSAN,63896422,RA38,50915630.0,9268954,241488821,469829,238642,873183,7458128,229172,1987893543,34411,4329380,83228701.0,20452612.0,-999240.0,-1000000.0,-999725.0,-9119440.0,-2020718.0,0.0,51771.0
2957,2957,4245,2021-12-14,A7X fold,A7X fold,63900101,RA38,46937237.0,6265490,60999057,38965,295401,443573,5112485,375066,0,0,0,60999057.0,5557123.0,2263.0,0.0,0.0,60271.0,247698.0,-2025060388.0,-416404.0
2973,2973,2809,2021-12-02,mantovinii,mantovinii,63932677,RA38,77087068.0,8433625,730157394,630894,276920,882339,6643402,70,601197557,98139,7398799,70644794.0,0.0,-2000000.0,-5000000.0,-2000000.0,-30000000.0,-17055630.0,0.0,0.0
3028,3028,3740,2021-12-09,TwoFacedMoxina,TwoFacedMoxina,64115009,RA38,81211545.0,275321156,-1536016411,38919036,14011794,17701580,144143775,60544971,0,88075,8164542,2758950885.0,0.0,0.0,0.0,0.0,0.0,0.0,-5814375688.0,0.0
3095,3095,2353,2021-12-02,Lil Flamma,Lil Flamma,64576781,Hp38,34348019.0,11444,91399,2595,0,0,8610,239,0,4421,0,91399.0,0.0,0.0,0.0,0.0,0.0,0.0,-5216890125.0,0.0
3104,3104,5667,2021-12-29,Mini MongD,Mini MongD,64873354,F380,30763619.0,125761,1118464,1,1939,20879,102777,165,0,4142,303607,1118464.0,0.0,0.0,0.0,0.0,0.0,0.0,-4964657122.0,0.0
3110,3110,5263,2021-12-29,Alischer,Alischer,6488711,Rt38,71762947.0,255696959,-1725262669,42576078,1980473,3311884,161258955,46569569,0,0,0,2569704627.0,68923056.0,40441.0,144.0,55.0,1781802.0,2554822.0,-10676283578.0,-17145929.0
3144,3144,4304,2021-12-14,Battle BEAST,Battle BEAST,65484538,RR38,58742645.0,119804375,1033326456,16205272,11000393,8437734,70888584,13272392,0,70072,3176003,1033326456.0,27005140.0,1.0,0.0,0.0,766380.0,967067.0,-8033135830.0,1501.0
3182,3182,2549,2021-12-02,RichCupcake,RichCupcake,66006431,#N/A,35562049.0,782297,9821860,14050,9368,19256,506917,232706,0,9963,736980,9821860.0,0.0,0.0,0.0,0.0,0.0,0.0,-5398122971.0,0.0
3300,3300,2613,2021-12-02,Slayer Prëtty,Slayer Pretty,66903398,RX38,37171584.0,23601370,72233573,15428375,1605739,1147710,4704534,715012,0,0,0,72233573.0,646440.0,0.0,0.0,0.0,64644.0,0.0,-1420456352.0,-2130789.0
3368,3368,3956,2021-12-09,义Galatian义,义Galatian义,67184899,RK38,50599231.0,23008000,155526547,9240227,1025111,1084820,8586784,3071058,0,61896,1791169,155526547.0,0.0,1.0,0.0,0.0,0.0,0.0,-4435287037.0,0.0
3412,3412,5989,2021-12-29,Tôn Vủ,Ton Vu,67663968,Ri38,37520247.0,4620562,33388522,817354,666936,959160,1548770,628342,164222196,15414,1449363,33388522.0,3486620.0,0.0,0.0,0.0,60306.0,144178.0,-600000000.0,12896.0
3417,3417,5191,2021-12-14,义 daeny 义,义 daeny 义,67704983,RN38,25404907.0,2058261,3148479,1699015,88434,22467,242496,5849,0,0,7425,3148479.0,116980.0,0.0,0.0,0.0,0.0,5849.0,-1568787710.0,0.0
3424,3424,5425,2021-12-29,Erwinlim,Erwinlim,67980415,Ri38,40481300.0,59001320,563969572,4283260,4872632,2898829,39715964,7230635,0,17694,4585291,563969572.0,56125937.0,3694.0,165.0,1292.0,1067260.0,2272355.0,-6307844270.0,284328.0
3448,3448,4669,2021-12-14,Mr BigTbn,Mr BigTbn,68350663,Rw38,27550117.0,12518610,87113534,3808190,902561,1263776,5138999,1405084,0,25002,0,87113534.0,0.0,0.0,0.0,0.0,0.0,0.0,-395218342.0,-3375112.0
3453,3453,3893,2021-12-09,ᴰᴳ TheWall,Dᴳ TheWall,683664,RR38,76482736.0,107774573,1456002859,1140669,1096194,1389522,63493951,40654237,18998809983,98020,9855276,1456002859.0,10.0,0.0,0.0,0.0,1.0,0.0,-5.0,0.0
3454,3454,5131,2021-12-14,ᴰᴳ TheWall,Dᴳ TheWall,683664,RR38,76915336.0,6890972,1534834626,140670,96194,390241,6260948,2919,18998809988,99257,9855276,64449346.0,78831767.0,-999999.0,-1000000.0,-999281.0,-57233003.0,-40651318.0,5.0,0.0
3477,3477,3479,2021-12-09,PREDATOŔ,PREDATOR,68605432,RP38,51169175.0,29420259,229273986,6903372,2768871,2451175,13338595,3958246,0,47718,3466632,229273986.0,0.0,0.0,0.0,0.0,0.0,0.0,-5326227146.0,0.0
3489,3489,4482,2021-12-14,Harald OG,Harald OG,68635481,RP38,32912755.0,753464,127678266,385721,128121,150775,88638,209,73511103,21885,3177156,1827046.0,1015060.0,-10000000.0,-2000000.0,-3000000.0,-7980658.0,-1351479.0,0.0,1.0
3506,3506,3307,2021-12-09,Kayy00,Kayy00,68734401,Rw38,28088011.0,0,10887329,0,0,0,0,0,46803528,4338,138690,0.0,0.0,-184028.0,-1660852.0,-390040.0,-467418.0,-64724.0,0.0,0.0
3536,3536,3837,2021-12-09,saw FarhoD,saw FarhoD,69100400,F38S,25984374.0,0,51355672,0,0,0,0,0,2303844268,23079,1370159,0.0,0.0,-266511.0,-853170.0,-710845.0,-4335341.0,-169962.0,0.0,0.0
3543,3543,4911,2021-12-14,Slayer x badboy,Slayer x badboy,69199791,RX38,48165747.0,1495605,39365347,542567,54458,54087,844493,0,731859274,34383,206761,8878707.0,3580460.0,-8000000.0,-610000.0,-110000.0,-1928534.0,-218042.0,0.0,28185.0
3567,3567,4605,2021-12-14,Louie13,Louie13,69545360,RP38,80119343.0,1999587,164414368,39102,48004,219075,1693406,0,1786811554,25514,905491,17914188.0,6241450.0,-800000.0,-600000.0,-1000000.0,-9809539.0,-1840167.0,0.0,1249.0
3583,3583,4784,2021-12-14,Queen jail,Queen jail,69665867,RA38,37469710.0,21579022,120198903,7564079,3102507,1756061,7767067,1389308,0,21603,3587909,120198903.0,6481291.0,3507.0,710.0,0.0,169061.0,239428.0,-5205716905.0,59540.0
3655,3655,4642,2021-12-14,MaddKING Ragnar,MaddKING Ragnar,70209602,RA38,60664945.0,24453934,290667315,1215689,1418867,1500336,12479574,7839468,0,0,3019588,290667315.0,24273710.0,0.0,0.0,0.0,912269.0,757551.0,-1088500576.0,8432.0
3674,3674,5403,2021-12-29,Dod 1,Dod 1,70615113,OGFa,25644065.0,1196318,8139015,267955,97554,69629,761180,0,0,0,0,8139015.0,0.0,0.0,0.0,0.0,0.0,0.0,-3111697624.0,-152691.0
3742,3742,2494,2021-12-02,Pirate Maung,Pirate Maung,71363203,Rt38,40933344.0,14523069,100010250,3573380,1549853,1151682,7337394,910760,0,0,0,100010250.0,0.0,0.0,0.0,0.0,0.0,0.0,-9124762409.0,-1902966.0
3754,3754,3320,2021-12-09,Kraken Paris,Kraken Paris,71406414,Rt38,36267293.0,20923487,159018968,3430744,2088622,2745434,10999990,1658697,2688520769,0,3056015,159018968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3781,3781,2531,2021-12-02,QuuenBankk,QuuenBankk,72197579,Ri38,33402135.0,3650690,24575091,760218,808619,68915,1772861,240077,0,0,0,24575091.0,0.0,0.0,0.0,0.0,0.0,0.0,-943454306.0,-711001.0
3784,3784,5796,2021-12-29,QuuenBankk,QuuenBankk,72197579,Ri38,34452135.0,3821668,26284871,760218,808619,68915,1943839,240077,1283454306,9610,0,26284871.0,56940.0,0.0,0.0,0.0,5694.0,0.0,20000000.0,-711001.0
3794,3794,2512,2021-12-02,Polcadot,Polcadot,72466066,AOO:,24990602.0,2073019,12937376,273242,535618,195518,1034340,34301,0,0,0,12937376.0,0.0,0.0,0.0,0.0,0.0,0.0,-406743262.0,-385467.0
3842,3842,6035,2021-12-29,a4dani,a4dani,73551691,Rt38,71031826.0,20698654,669478762,8154481,398155,999384,4189544,6957090,3485501841,81578,4103651,187461982.0,138256375.0,-19996137.0,-1999949.0,-2000000.0,-26136436.0,-3319846.0,25000000.0,337467.0
3864,3864,3692,2021-12-09,Small Haniyasu,Small Haniyasu,73884186,Ri38,26356219.0,3330728,21952858,291553,1041589,412180,1354547,230859,0,0,0,21952858.0,0.0,0.0,0.0,0.0,0.0,0.0,-304983789.0,-1905252.0
3865,3865,4481,2021-12-14,Haniyasu G,Haniyasu G,73884186,RX38,26499219.0,499871,21952858,91553,41589,12180,354547,2,304983789,28860,1905252,3695718.0,0.0,-200000.0,-1000000.0,-400000.0,-1000000.0,-230857.0,304983789.0,1905252.0
3905,3905,2845,2021-12-02,tomizasu 0,tomizasu 0,74307326,DK38,24944251.0,10587218,29779909,1857508,6692776,847299,1115904,73731,0,0,278570,29779909.0,0.0,0.0,0.0,0.0,0.0,0.0,-404130656.0,0.0
3930,3930,2873,2021-12-02,ˢᵑ SimonLP,sᵑ SimonLP,75075936,RX38,38087546.0,48738567,238206952,26797010,451490,322595,19269525,1897947,0,14787,2773950,238206952.0,0.0,0.0,0.0,0.0,0.0,0.0,-8138396966.0,0.0
3944,3944,4523,2021-12-14,Izzy 永,Izzy 永,75144155,RA38,50987543.0,14759477,345352388,5285270,327534,13989,9132565,119,5472260534,43485,3144842,93096108.0,19529210.0,-19999950.0,-1000000.0,-1000000.0,-9294686.0,-6489011.0,0.0,50726.0
3945,3945,5528,2021-12-29,Izzy 永,Izzy 永,75144155,Ri38,49388468.0,62316249,442978163,25547885,1343933,1019220,25700038,8705173,0,45233,3841789,442978163.0,97625775.0,20262615.0,1016399.0,1005231.0,16567473.0,8705054.0,-5472260534.0,696947.0
4000,4000,2513,2021-12-02,Pooty Slayer,Pooty Slayer,75767119,RR38,82393130.0,3912431,321454033,267008,948343,307429,2387751,1900,799569124,17731,2954159,27095313.0,0.0,-2000000.0,-5000000.0,-5000000.0,-20000000.0,-3197936.0,0.0,0.0
4051,4051,3177,2021-12-09,Dèvalish,Devalish,76122309,RR38,53300666.0,0,146471215,0,0,0,0,0,213282533,51123,2002380,0.0,513.0,-446750.0,-144818.0,-263959.0,-7315248.0,-3594170.0,69.0,869.0
4069,4069,3433,2021-12-09,Mschief Manage,Mschief Manage,76180743,RP38,40686227.0,4568443,188507333,3203777,12611,16299,1335756,0,698848056,65138,3062289,14088733.0,10.0,-30000000.0,-100000.0,-600000.0,-9999999.0,-3290930.0,0.0,0.0
4082,4082,4776,2021-12-14,Prоstoy,Prоstoy,76216620,RA38,52467135.0,6717833,491620350,965721,783835,879749,4087526,1002,695303067,61324,3407179,46175110.0,21408126.0,-7998682.0,-2993384.0,-3999895.0,-19102221.0,-10471441.0,0.0,45077.0
4095,4095,6125,2021-12-29,Тuz,Тuz,76218861,#N/A,50056681.0,7025715,580698829,432725,313331,88668,6190889,102,319650402,46374,2980680,62978809.0,18506797.0,-8998389.0,-3000000.0,-4999919.0,-38950083.0,-4095652.0,0.0,169043.0
4101,4101,6093,2021-12-29,small big boy,small big boy,76251114,RP38,39118486.0,21222183,293641260,343193,312654,278156,11392891,8895289,0,0,0,293641260.0,79395753.0,33608.0,7213.0,2229.0,2137999.0,2899285.0,-3298605877.0,-2951076.0
4113,4113,5301,2021-12-29,Barakjiii,Barakjiii,76297693,Rt38,52447111.0,5295435,495672084,342554,12110,227531,4712023,1217,2789973019,46104,5099724,48147424.0,140451649.0,-29837003.0,-580987.0,-930844.0,-15575170.0,-7023428.0,0.0,1114149.0
4131,4131,3891,2021-12-09,ᴮᴰNIMROD,ᴮDNIMROD,76490131,RP38,39979017.0,18271994,141916468,5218263,1005693,977185,8646437,2424416,197593922,79131,1878489,141916468.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000000.0,0.0
4139,4139,2002,2021-12-02,A i n gˢᶠ,A i n gsᶠ,76585321,Rw38,33026033.0,1994045,8663688,244993,865158,333001,546549,4344,0,0,182225,8663688.0,705130.0,0.0,0.0,0.0,70513.0,0.0,-388583723.0,-1.0
4154,4154,5836,2021-12-29,SAAD EVIL,SAAD EVIL,76760949,#N/A,31408465.0,53705658,436426904,5086410,6049555,7878973,30201978,4488742,0,0,3429527,436426904.0,21398645.0,543.0,2391.0,41.0,465149.0,837105.0,-1536121587.0,346802.0
4180,4180,2525,2021-12-02,Queen Risk人,Queen Risk人,76869735,RK38,44452719.0,24485445,222683541,2531429,1865210,1714704,15589402,2784700,0,0,0,222683541.0,0.0,0.0,0.0,0.0,0.0,0.0,-984164307.0,-2681891.0
4194,4194,4335,2021-12-14,BunnyOfImpurity,BunnyOfImpurity,7696305,RM38,31458913.0,2542092,28295284,70657,134145,1912791,422480,2019,4076916973,22971,1678353,12198765.0,0.0,-128747.0,63488.0,1778646.0,-1490311.0,-420461.0,490000000.0,0.0
4195,4195,5336,2021-12-29,BunnyOfImpurity,BunnyOfImpurity,7696305,#N/A,31399967.0,3307729,35711882,225162,73150,138735,2244803,625879,4341916973,23470,1819712,35711882.0,7416598.0,154505.0,-60995.0,-1774056.0,1822323.0,623860.0,265000000.0,141359.0
4226,4226,4300,2021-12-14,BankOfRisk人,BankOfRisk人,77645158,Ri38,30218766.0,1383189,11842944,109212,114836,7300,1147459,4382,0,0,0,11842944.0,1578760.0,0.0,0.0,0.0,157876.0,0.0,-1129127340.0,-252691.0
4232,4232,5136,2021-12-14,ᴷᴳ김사나,Kᴳ김사나,77683403,Ri38,36782328.0,4973420,25437087,1266906,1455646,418356,1605125,227387,0,26342,908478,25437087.0,0.0,0.0,0.0,0.0,0.0,0.0,-1821777813.0,0.0
4326,4326,5682,2021-12-29,MrBANvn1st,MrBANvn1st,78823033,RP38,37994655.0,0,53901116,0,0,0,0,0,570749545,24009,1433034,0.0,14122364.0,-122971.0,-592156.0,-645809.0,-3151555.0,-223553.0,0.0,382713.0
4337,4337,2618,2021-12-02,Slayer X Beno,Slayer X Beno,79083099,RX38,33924034.0,13338597,142896857,477667,1123024,705584,8291350,2740972,0,0,0,142896857.0,219680.0,0.0,0.0,0.0,21968.0,0.0,-855479597.0,-2685912.0
4349,4349,2326,2021-12-02,LEe sUn,LEe sUn,79282837,Rw38,39884999.0,40898538,307234732,13675553,2041073,2478279,16356830,6346803,0,24487,2805558,307234732.0,1469130.0,0.0,0.0,0.0,146913.0,0.0,-5839129962.0,0.0
4435,4435,5325,2021-12-29,BoUnCeR61,BoUnCeR61,79935816,Rw38,26866544.0,3961363,35370660,612730,197247,163900,2555170,432316,0,0,0,35370660.0,5629270.0,6920.0,0.0,24.0,173163.0,194808.0,-453222545.0,-706569.0
4506,4506,4882,2021-12-14,Slayer X Ch0N,Slayer X Ch0N,80394569,RX38,43235799.0,18846050,146974386,4329132,1322996,1301607,9959016,1933299,167182373,41691,1381073,146974386.0,20645860.0,6450.0,5412.0,1444.0,307019.0,877889.0,-600000000.0,146373.0
4623,4622,2277,2021-12-02,Imperator Venum,Imperator Venum,81744680,RP38,42780246.0,14306423,123562351,1257176,2164181,1024261,8233059,1627746,0,65463,1657884,123562351.0,2831270.0,0.0,0.0,0.0,283127.0,0.0,-1609966382.0,0.0
4685,4684,3144,2021-12-09,D1sasterx87,D1sasterx87,82887206,RPnJ,27198419.0,0,12071221,0,0,0,0,0,20511353,16416,1141858,0.0,0.0,-250277.0,-1067460.0,-392194.0,-720391.0,-55678.0,0.0,0.0
4686,4685,4380,2021-12-14,D1sasterx87,D1sasterx87,82887206,RPnJ,27198419.0,2486000,12071221,250277,1067460,392194,720391,55678,0,0,0,12071221.0,0.0,250277.0,1067460.0,392194.0,720391.0,55678.0,-20511353.0,-1141858.0
4761,4760,5162,2021-12-14,やinҜPคnther,やinҜPคnther,83526855,RK38,55857101.0,43283339,347090541,8821545,2935607,3834697,22971357,4720133,0,68017,2332566,347090541.0,19771620.0,38196.0,0.0,0.0,491474.0,742462.0,-4286893625.0,0.0
4766,4765,3414,2021-12-09,Mikhæl,MikhAEl,83529205,Ri38,32808854.0,3944180,30021652,493762,472143,540471,2193935,243869,0,0,0,30021652.0,0.0,0.0,0.0,0.0,0.0,0.0,-202831884.0,-540272.0
4869,4868,5933,2021-12-29,SlayerˣSophieM,SlayerˣSophieM,84084376,RX38,32544263.0,4485137,44599398,523450,176243,584388,2341645,859411,399454185,21200,1836134,43399398.0,1516413.0,73.0,-599949.0,104.0,88150.0,31719.0,0.0,36449.0
4899,4898,3553,2021-12-09,RagnaRöK,RagnaRoK,84452211,Ri38,28610987.0,2692460,28627652,95144,140566,148198,1843634,464918,0,0,0,28627652.0,0.0,0.0,0.0,0.0,0.0,0.0,-152538586.0,-1365934.0
4911,4910,3359,2021-12-09,Lil ARES,Lil ARES,84468452,Rw38,32341495.0,0,100360032,0,0,0,0,0,981700357,44432,1302302,0.0,0.0,-2498342.0,-3531285.0,-3501056.0,-6072983.0,-903187.0,0.0,0.0
4916,4915,3894,2021-12-09,ᴰᴴLil Crony,DᴴLil Crony,84468847,Rw38,33769210.0,2253073,150835086,285563,689934,959289,318287,0,1190820946,43250,1179667,8457006.0,798990.0,-2000000.0,-3000000.0,-3000000.0,-8920101.0,-1698904.0,0.0,0.0
4949,4948,2001,2021-12-02,511 pirate,511 pirate,84483508,Rt38,27067975.0,0,32690907,0,0,0,0,0,410157552,9711,577010,0.0,380870.0,-384579.0,-479246.0,-288300.0,-2072891.0,-469626.0,0.0,0.0
4962,4961,5075,2021-12-14,popie the great,popie the great,84496079,Ri38,26802850.0,822162,6908264,91542,106522,145908,347052,131138,12000000,14858,1594719,6908264.0,71860.0,0.0,0.0,0.0,0.0,3593.0,-600.0,0.0
5024,5023,3859,2021-12-09,vëdgë,vedge,84981994,#N/A,28285497.0,1228537,23583385,98199,398869,209522,514902,7045,137794064,14895,1052588,6945385.0,0.0,-100000.0,-1000000.0,-1000000.0,-1000000.0,-30900.0,0.0,0.0
5041,5040,4518,2021-12-14,IronLemonちゃん,IronLemonちゃん,84998606,RP38,26861681.0,7640223,34508815,625858,1681495,3911721,1304921,116228,0,0,0,34508815.0,1005360.0,0.0,0.0,0.0,25380.0,37578.0,-372151115.0,-948955.0
5053,5052,4698,2021-12-14,Nuạnoi,Nuanoi,85229521,DK38,32688714.0,11262956,52433790,5167392,1145084,909541,3534680,506259,0,34433,0,52433790.0,0.0,0.0,0.0,0.0,0.0,0.0,-7009293505.0,-2008069.0
5082,5081,5006,2021-12-14,WeFiSt0ᶤᶺ,WeFiSt0Iᶺ,85448673,Rg38,29729745.0,900160,8233039,65719,32258,99380,629820,72983,2004745953,10155,107308,8233039.0,895328.0,0.0,4879.0,0.0,53905.0,17326.0,0.0,-500.0
5103,5102,2701,2021-12-02,The REAL Całî,The REAL Cali,85689750,RA38,92258960.0,51385612,1856148730,6495584,4940265,6005766,33943922,75,2302405582,36333,6651084,374643430.0,767820.0,-10000000.0,-10000000.0,-10000000.0,-100000000.0,-20936874.0,0.0,0.0
5121,5120,2821,2021-12-02,oCcr16,oCcr16,85779450,RX38,26260637.0,27506991,160950729,6785479,4727301,3338798,11632442,1022971,363617307,0,887027,160950729.0,891380.0,0.0,0.0,0.0,89138.0,0.0,-70.0,0.0
5154,5153,5780,2021-12-29,Princeツ,Princeツ,85918614,RK38,35816479.0,18597939,87569940,10194603,714718,663231,5905908,1119479,0,0,0,87569940.0,6795814.0,13283.0,2683.0,52508.0,305724.0,176026.0,-810675648.0,-784177.0
5171,5170,4953,2021-12-14,Sułtąnąツ,Sultanaツ,86108244,RK38,34850768.0,17976614,60489442,12737490,158475,401276,3756757,922616,0,0,0,60489442.0,2612810.0,0.0,0.0,0.0,15681.0,122800.0,-904313485.0,-524865.0
5236,5235,2170,2021-12-02,Duckinpirates,Duckinpirates,87481833,Rt38,26471712.0,687523,4215904,116320,98558,121821,350824,0,0,0,0,4215904.0,168181.0,1.0,0.0,0.0,16818.0,0.0,-238328248.0,-175187.0
5328,5327,4172,2021-12-09,SlayerˣTjoho,SlayerˣTjoho,90084857,RX38,31316622.0,3260269,30498787,220915,199218,250637,2273636,315863,0,0,0,30498787.0,0.0,0.0,0.0,0.0,0.0,0.0,-92685249.0,-987488.0
5357,5356,3702,2021-12-09,Sudirman OG,Sudirman OG,90562328,Ri38,27691291.0,2847782,142679508,24730,734746,267985,1820321,0,1140262481,13783,650653,20749588.0,0.0,-3000000.0,-1000000.0,-3000000.0,-10000000.0,-366496.0,0.0,0.0
5380,5379,4560,2021-12-14,Koruoa MINI,Koruoa MINI,91218417,Ri38,27578000.0,3911218,154848205,402708,900247,574060,2034197,6,0,36119,956067,24519365.0,3029630.0,-5000000.0,-5000000.0,-2000000.0,-9963445.0,-433238.0,-8580713169.0,0.0
5412,5411,2228,2021-12-02,GerNbET,GerNbET,91438459,RP38,25074056.0,0,27879188,0,0,0,0,0,1104419413,13581,626112,0.0,561.0,-236769.0,-866475.0,-876696.0,-1951732.0,-153711.0,470000000.0,0.0
5417,5416,5056,2021-12-14,lorde edge,lorde edge,91456190,#N/A,25859320.0,6093347,18732180,1878513,2029798,1325638,819363,40035,0,0,0,18732180.0,0.0,0.0,0.0,0.0,0.0,0.0,-14307285.0,-1111093.0
5520,5519,5984,2021-12-29,Trooper Farmer,Trooper Farmer,95636110,Rt38,39619943.0,5793864,129989689,4634185,664448,495214,0,17,449531,56106,562800,4236929.0,13568589.0,-9771437.0,-939362.0,-2000000.0,-9226552.0,-404282.0,0.0,23845.0
5565,5564,3297,2021-12-09,Just Morenth,Just Morenth,95676642,RR38,34808201.0,17010975,100898718,4109650,2105476,2811199,7507196,477454,0,0,0,100898718.0,0.0,0.0,0.0,0.0,0.0,0.0,-176657560.0,-491483.0
5712,5711,3382,2021-12-09,M3llow Poro,M3llow Poro,96055460,Ri38,34816100.0,6271804,41936174,370592,1461624,1076047,3263620,99921,136119783,17153,322843,41936174.0,10.0,1.0,0.0,0.0,1.0,0.0,-5.0,0.0
5720,5719,6145,2021-12-29,ᴺᴼMęrcy,ᴺᴼMercy,96095459,F38R,26974107.0,18778334,68009006,4627094,5463002,5156676,3510036,21526,0,13903,722641,68009006.0,6298578.0,0.0,92.0,13636.0,624385.0,0.0,-3392754907.0,177733.0
5749,5747,4219,2021-12-09,virus dz,virus dz,96130941,RP38,23444154.0,4246753,22042478,751072,897568,1214757,1242902,140454,0,0,0,22042478.0,0.0,0.0,0.0,0.0,0.0,0.0,-127379109.0,-573696.0
5895,5892,4317,2021-12-14,Bl4cK Wid0W,Bl4cK Wid0W,96241549,Rw38,25136270.0,3735649,13605408,2310591,158684,158943,995847,111584,0,0,0,13605408.0,0.0,2000000.0,100000.0,100000.0,900000.0,100060.0,-4.0,-175242.0
6000,5997,2991,2021-12-02,驃騎Amethy,驃騎Amethy,96291019,RR38,31353057.0,3614000,167544397,300228,500364,433946,2379462,0,170888760,27781,563339,26591177.0,156080.0,-5999999.0,-4000000.0,-6000000.0,-9984392.0,-387661.0,0.0,0.0
6008,6004,4779,2021-12-14,QasehManje,QasehManje,96294305,RA38,27135201.0,4402449,34807609,532449,436631,721902,2328909,382558,74511287,44396,131833,34807609.0,2297110.0,0.0,0.0,0.0,44625.0,92543.0,0.0,-50.0
6043,6038,2954,2021-12-02,义Kakaroto义,义Kakaroto义,96502129,RR38,106157495.0,133355820,1297087003,2932855,3384116,9170585,110431542,7436722,0,15589,3827725,1297087003.0,124000.0,0.0,0.0,0.0,10000.0,1200.0,-2696859235.0,0.0
6094,6089,2715,2021-12-02,Trooper Aomlove,Trooper Aomlove,96616712,RR38,27548770.0,5592706,35429290,701134,1033551,1041078,2728121,88822,13390683,11361,0,35429290.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,-323151.0
6180,6174,5158,2021-12-14,Ᵽinkie,Pinkie,97560016,RR38,31133342.0,7367847,54156845,761096,1087069,1540707,3391184,587791,0,0,703305,54156845.0,2265820.0,0.0,0.0,0.0,24154.0,101214.0,-14750718.0,-1.0
6185,6179,4678,2021-12-14,Murdøc,Murdoc,97560095,RR38,38972864.0,16449765,112289076,1767632,2500533,3852146,7506318,823136,0,0,0,112289076.0,10178230.0,49.0,346.0,382.0,196706.0,410447.0,-193978504.0,-777213.0
6189,6183,2369,2021-12-02,M3LLOW SQUIRREL,M3LLOW SQUIRREL,97642297,Ri38,28857678.0,2309683,20810583,199178,377428,1578235,154842,0,322909904,4487,289607,8656051.0,26200.0,82553.0,178250.0,1200807.0,-1420773.0,-154842.0,0.0,0.0
6190,6184,3375,2021-12-09,M3LLOW SQUIRREL,M3LLOW SQUIRREL,97642297,Ri38,29479543.0,0,20810583,0,0,0,0,0,347909904,4603,289607,0.0,0.0,-199178.0,-377428.0,-1578235.0,-154842.0,0.0,25000000.0,0.0
6204,6198,6186,2021-12-29,乄Daver乄,乄Daver乄,9775721,RK38,49595784.0,0,35598212,0,0,0,0,0,3776141476,11479,3559491,0.0,4252396.0,-33344.0,-7950.0,-42942.0,-1697272.0,-708938.0,0.0,42759.0
6213,6207,2225,2021-12-02,GIYU T0MI0KA,GIYU T0MI0KA,97830892,RP38,41655322.0,0,57750963,0,0,0,0,0,291021058,6487,839353,0.0,0.0,-990066.0,-7823000.0,-2639710.0,-2639169.0,-247821.0,0.0,0.0
