,Unnamed: 0,Unnamed: 0.1,Date,Name,ASCII Name,Governor ID,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,KP By Kills
4069,4069,3433,2021-12-09,Mschief Manage,Mschief Manage,76180743,RP38,40686227.0,4568443,188507333,3203777,12611,16299,1335756,0,698848056,65138,3062289,14088733.0
4101,4101,6093,2021-12-29,small big boy,small big boy,76251114,RP38,39118486.0,21222183,293641260,343193,312654,278156,11392891,8895289,0,0,0,293641260.0
4139,4139,2002,2021-12-02,A i n gˢᶠ,A i n gsᶠ,76585321,Rw38,33026033.0,1994045,8663688,244993,865158,333001,546549,4344,0,0,182225,8663688.0
4154,4154,5836,2021-12-29,SAAD EVIL,SAAD EVIL,76760949,#N/A,31408465.0,53705658,436426904,5086410,6049555,7878973,30201978,4488742,0,0,3429527,436426904.0
4178,4178,4089,2021-12-09,M3llow Izzy x,M3llow Izzy x,76856995,Ri38,24430971.0,0,24787745,0,0,0,0,0,2607869292,3237,1849766,0.0
4180,4180,2525,2021-12-02,Queen Risk人,Queen Risk人,76869735,RK38,44452719.0,24485445,222683541,2531429,1865210,1714704,15589402,2784700,0,0,0,222683541.0
4203,4203,4063,2021-12-09,KangBakso471,KangBakso471,77415864,Rw38,16773997.0,1258581,9498119,28665,61484,385817,782615,0,482163230,3080,383310,9498119.0
4217,4217,70,2021-11-22,BabyBlackshadow,BabyBlackshadow,77644159,F38s,24831644.0,343694,1032562,167690,91587,4720,79697,0,1193500933,3329,39450,1032562.0
4218,4218,2054,2021-12-02,BabyBlackshadow,BabyBlackshadow,77644159,F38S,25085992.0,343694,1032562,167690,91587,4720,79697,0,1233500933,3367,39450,1032562.0
4219,4219,3058,2021-12-09,BabyBlackshadow,BabyBlackshadow,77644159,F38S,25656449.0,343694,1032562,167690,91587,4720,79697,0,1360530097,3396,39450,1032562.0
4220,4220,4294,2021-12-14,BabyBlackshadow,BabyBlackshadow,77644159,F38S,26544247.0,343694,1032562,167690,91587,4720,79697,0,1360530097,3411,39450,1032562.0
4221,4221,5295,2021-12-29,BabyBlackshadow,BabyBlackshadow,77644159,F38S,26827477.0,343694,1032562,167690,91587,4720,79697,0,1648825380,3450,39450,1032562.0
4222,4222,1055,2022-01-01,BabyBlackshadow,BabyBlackshadow,77644159,F38S,27304453.0,343694,1032562,167690,91587,4720,79697,0,1648825380,3457,39450,1032562.0
4226,4226,4300,2021-12-14,BankOfRisk人,BankOfRisk人,77645158,Ri38,30218766.0,1383189,11842944,109212,114836,7300,1147459,4382,0,0,0,11842944.0
4232,4232,5136,2021-12-14,ᴷᴳ김사나,Kᴳ김사나,77683403,Ri38,36782328.0,4973420,25437087,1266906,1455646,418356,1605125,227387,0,26342,908478,25437087.0
4326,4326,5682,2021-12-29,MrBANvn1st,MrBANvn1st,78823033,RP38,37994655.0,0,53901116,0,0,0,0,0,570749545,24009,1433034,0.0
4337,4337,2618,2021-12-02,Slayer X Beno,Slayer X Beno,79083099,RX38,33924034.0,13338597,142896857,477667,1123024,705584,8291350,2740972,0,0,0,142896857.0
4349,4349,2326,2021-12-02,LEe sUn,LEe sUn,79282837,Rw38,39884999.0,40898538,307234732,13675553,2041073,2478279,16356830,6346803,0,24487,2805558,307234732.0
4435,4435,5325,2021-12-29,BoUnCeR61,BoUnCeR61,79935816,Rw38,26866544.0,3961363,35370660,612730,197247,163900,2555170,432316,0,0,0,35370660.0
4445,4445,4108,2021-12-09,Millzz,Millzz,80104536,Ri38,18372473.0,816386,3838074,232982,209907,60551,312946,0,123175207,7478,70477,3838074.0
4464,4464,4138,2021-12-09,Pirate Wiz,Pirate Wiz,80223861,Rt38,19775359.0,415921,968513,120067,199189,70088,26577,0,49032540,8793,14677,968513.0
4527,4527,208,2021-11-22,EVANGELION02,EVANGELION02,80565868,F38S,32229000.0,179209,2004822,0,7074,4431,138113,29591,2510429162,3957,0,2004822.0
4528,4528,2179,2021-12-02,EVANGELION02,EVANGELION02,80565868,F38s,32571996.0,179209,2004822,0,7074,4431,138113,29591,2615429162,4017,0,2004822.0
4529,4529,3180,2021-12-09,EVANGELION02,EVANGELION02,80565868,F38s,32702156.0,179209,2004822,0,7074,4431,138113,29591,3000429162,4070,0,2004822.0
4530,4530,4416,2021-12-14,EVANGELION02,EVANGELION02,80565868,F38S,33263901.0,179209,2004822,0,7074,4431,138113,29591,3000429162,4120,0,2004822.0
4531,4531,5419,2021-12-29,EVANGELION02,EVANGELION02,80565868,F38S,33817241.0,179209,2004822,0,7074,4431,138113,29591,3775429162,4187,0,2004822.0
4532,4532,1178,2022-01-01,EVANGELION02,EVANGELION02,80565868,F38S,34177425.0,179209,2004822,0,7074,4431,138113,29591,3775429162,4199,0,2004822.0
4539,4539,680,2021-11-22,Thorine by Bs,Thorine by Bs,80644934,Rt38,30876781.0,3945386,26355647,166956,309070,1671854,1693342,104164,0,0,0,26355647.0
4571,4570,806,2021-11-22,myangela,myangela,80959999,LF38,25228753.0,641110,4047187,1215,120573,231237,288085,0,1216209308,9924,33301,4047187.0
4572,4571,2970,2021-12-02,彡1 Angel ヅ,彡1 Angel ヅ,80959999,LF38,26071898.0,661209,4248177,1215,120573,231237,308184,0,1384209308,10087,33301,4248177.0
4573,4572,3973,2021-12-09,彡1 Angel ヅ,彡1 Angel ヅ,80959999,LF38,26619093.0,661209,4248177,1215,120573,231237,308184,0,1429209308,10174,33301,4248177.0
4574,4573,5212,2021-12-14,彡1 Angel ヅ,彡1 Angel ヅ,80959999,LF38,26988320.0,661209,4248177,1215,120573,231237,308184,0,1439209308,10192,33301,4248177.0
4575,4574,6209,2021-12-29,彡1 Angel ヅ,彡1 Angel ヅ,80959999,LF38,27281710.0,661209,4248177,1215,120573,231237,308184,0,1619209308,10259,33301,4248177.0
4576,4575,1969,2022-01-01,彡1 Angel ヅ,彡1 Angel ヅ,80959999,LF38,27366694.0,661209,4248177,1215,120573,231237,308184,0,1619209308,10275,33301,4248177.0
4584,4583,6210,2021-12-29,彡2 Angel ヅ,彡2 Angel ヅ,81359161,LF38,25354840.0,508796,3907281,5596,70265,93953,338982,0,1054854959,0,114453,3907281.0
4585,4584,1970,2022-01-01,彡2 Angel ヅ,彡2 Angel ヅ,81359161,LF38,25409340.0,508796,3907281,5596,70265,93953,338982,0,1104854959,10137,114453,3907281.0
4604,4603,817,2021-11-22,pąpůť,paput,81532426,RC38,30422866.0,115768,359251,58468,21017,9551,26732,0,1175969159,18618,16917,359251.0
4605,4604,2825,2021-12-02,pąpůť,paput,81532426,RC38,30630628.0,115768,359251,58468,21017,9551,26732,0,1175969159,18683,16917,359251.0
4606,4605,3834,2021-12-09,pąpůť,paput,81532426,RC38,30876422.0,115768,359251,58468,21017,9551,26732,0,1175969159,18732,16917,359251.0
4607,4606,5076,2021-12-14,pąpůť,paput,81532426,RC38,31040430.0,115768,359251,58468,21017,9551,26732,0,1175969159,18765,16917,359251.0
4608,4607,6080,2021-12-29,pąpůť,paput,81532426,RC38,32469283.0,115768,359251,58468,21017,9551,26732,0,1175969159,18858,16917,359251.0
4609,4608,1842,2022-01-01,pąpůť,paput,81532426,RC38,32567898.0,115768,359251,58468,21017,9551,26732,0,1175969159,18870,16917,359251.0
4623,4622,2277,2021-12-02,Imperator Venum,Imperator Venum,81744680,RP38,42780246.0,14306423,123562351,1257176,2164181,1024261,8233059,1627746,0,65463,1657884,123562351.0
4628,4627,597,2021-11-22,SHSH月月,SHSH月月,81748803,RB38,27818206.0,36781,344008,61,1723,1570,33427,0,2565392320,2418,0,344008.0
4629,4628,2573,2021-12-02,SHSH月月,SHSH月月,81748803,RB38,28129614.0,36781,344008,61,1723,1570,33427,0,2565392320,2464,0,344008.0
4630,4629,3587,2021-12-09,SHSH月月,SHSH月月,81748803,RB38,28289741.0,36781,344008,61,1723,1570,33427,0,3133604530,2492,0,344008.0
4631,4630,4832,2021-12-14,SHSH月月,SHSH月月,81748803,RB38,28289741.0,36781,344008,61,1723,1570,33427,0,3133604530,2496,0,344008.0
4632,4631,5842,2021-12-29,SHSH月月,SHSH月月,81748803,#N/A,28406472.0,36781,344008,61,1723,1570,33427,0,3398230921,2514,0,344008.0
4633,4632,1609,2022-01-01,SHSH月月,SHSH月月,81748803,RB38,28423554.0,36781,344008,61,1723,1570,33427,0,3398230921,2516,0,344008.0
4640,4639,598,2021-11-22,SHSH神神,SHSH神神,81756302,RB38,26986366.0,13016,130140,2,0,0,13014,0,2756958594,2178,0,130140.0
4641,4640,2574,2021-12-02,SHSH神神,SHSH神神,81756302,RB38,27069666.0,13016,130140,2,0,0,13014,0,2756958594,2205,0,130140.0
4642,4641,3588,2021-12-09,SHSH神神,SHSH神神,81756302,RB38,28801168.0,13016,130140,2,0,0,13014,0,3219755957,2224,0,130140.0
4643,4642,4833,2021-12-14,SHSH神神,SHSH神神,81756302,RB38,28801168.0,13016,130140,2,0,0,13014,0,3219755957,2225,0,130140.0
4644,4643,5843,2021-12-29,SHSH神神,SHSH神神,81756302,#N/A,28801168.0,13016,130140,2,0,0,13014,0,3363596077,2239,0,130140.0
4645,4644,1610,2022-01-01,SHSH神神,SHSH神神,81756302,RB38,28801168.0,13016,130140,2,0,0,13014,0,3363596077,2239,0,130140.0
4685,4684,3144,2021-12-09,D1sasterx87,D1sasterx87,82887206,RPnJ,27198419.0,0,12071221,0,0,0,0,0,20511353,16416,1141858,0.0
4686,4685,4380,2021-12-14,D1sasterx87,D1sasterx87,82887206,RPnJ,27198419.0,2486000,12071221,250277,1067460,392194,720391,55678,0,0,0,12071221.0
4761,4760,5162,2021-12-14,やinҜPคnther,やinҜPคnther,83526855,RK38,55857101.0,43283339,347090541,8821545,2935607,3834697,22971357,4720133,0,68017,2332566,347090541.0
4766,4765,3414,2021-12-09,Mikhæl,MikhAEl,83529205,Ri38,32808854.0,3944180,30021652,493762,472143,540471,2193935,243869,0,0,0,30021652.0
4883,4882,4038,2021-12-09,Fairy Tough,Fairy Tough,84184533,Ri38,23729556.0,1546301,11748358,50652,283344,476880,544448,190977,0,0,0,11748358.0
4899,4898,3553,2021-12-09,RagnaRöK,RagnaRoK,84452211,Ri38,28610987.0,2692460,28627652,95144,140566,148198,1843634,464918,0,0,0,28627652.0
4911,4910,3359,2021-12-09,Lil ARES,Lil ARES,84468452,Rw38,32341495.0,0,100360032,0,0,0,0,0,981700357,44432,1302302,0.0
4916,4915,3894,2021-12-09,ᴰᴴLil Crony,DᴴLil Crony,84468847,Rw38,33769210.0,2253073,150835086,285563,689934,959289,318287,0,1190820946,43250,1179667,8457006.0
4949,4948,2001,2021-12-02,511 pirate,511 pirate,84483508,Rt38,27067975.0,0,32690907,0,0,0,0,0,410157552,9711,577010,0.0
5041,5040,4518,2021-12-14,IronLemonちゃん,IronLemonちゃん,84998606,RP38,26861681.0,7640223,34508815,625858,1681495,3911721,1304921,116228,0,0,0,34508815.0
5053,5052,4698,2021-12-14,Nuạnoi,Nuanoi,85229521,DK38,32688714.0,11262956,52433790,5167392,1145084,909541,3534680,506259,0,34433,0,52433790.0
5154,5153,5780,2021-12-29,Princeツ,Princeツ,85918614,RK38,35816479.0,18597939,87569940,10194603,714718,663231,5905908,1119479,0,0,0,87569940.0
5171,5170,4953,2021-12-14,Sułtąnąツ,Sultanaツ,86108244,RK38,34850768.0,17976614,60489442,12737490,158475,401276,3756757,922616,0,0,0,60489442.0
5185,5184,28,2021-11-22,Akenkeren2,Akenkeren2,86238869,[{]t38]]erri ]ribe,24983351.0,411435,3469676,0,47858,43635,319942,0,1079753789,1999,282083,3469676.0
5186,5185,2018,2021-12-02,Akenkeren2,Akenkeren2,86238869,]t38,25331948.0,411435,3469676,0,47858,43635,319942,0,1079753789,2016,282083,3469676.0
5187,5186,3021,2021-12-09,Akenkeren2,Akenkeren2,86238869,]t38,25521334.0,411435,3469676,0,47858,43635,319942,0,1079753789,2025,282083,3469676.0
5188,5187,4259,2021-12-14,Akenkeren2,Akenkeren2,86238869,]t38,25777476.0,411435,3469676,0,47858,43635,319942,0,1079753789,2033,282083,3469676.0
5189,5188,5260,2021-12-29,Akenkeren2,Akenkeren2,86238869,]t38,25950846.0,422016,3575486,0,47858,43635,330523,0,1079753789,2042,282083,3575486.0
5190,5189,1019,2022-01-01,Akenkeren2,Akenkeren2,86238869,]t38,25972446.0,422016,3575486,0,47858,43635,330523,0,1079753789,2044,282083,3575486.0
5210,5209,158,2021-11-22,Cro Patria ٚ,Cro Patria ٚ,86624714,Ri38,25697269.0,283335,2080157,44749,25542,18386,194658,0,130842344,6475,78072,2080157.0
5211,5210,2135,2021-12-02,Cro Patria ٚ,Cro Patria ٚ,86624714,F38b,26904301.0,283335,2080157,44749,25542,18386,194658,0,130842344,6497,78072,2080157.0
5212,5211,3139,2021-12-09,Cro Patria ٚ,Cro Patria ٚ,86624714,F38b,27323647.0,283335,2080157,44749,25542,18386,194658,0,130842344,6514,78072,2080157.0
5213,5212,4376,2021-12-14,Cro Patria ٚ,Cro Patria ٚ,86624714,F38b,27690792.0,283335,2080157,44749,25542,18386,194658,0,130842344,6522,78072,2080157.0
5214,5213,5380,2021-12-29,Cro Patria ٚ,Cro Patria ٚ,86624714,F38b,28202265.0,283335,2080157,44749,25542,18386,194658,0,130842344,6540,78072,2080157.0
5215,5214,1139,2022-01-01,Cro Patria ٚ,Cro Patria ٚ,86624714,F38b,28315818.0,283335,2080157,44749,25542,18386,194658,0,130842344,6541,78072,2080157.0
5216,5215,4053,2021-12-09,JUANJO1,JUANJO1,86732270,Rw38,17935883.0,263698,2537292,31,4587,10448,248632,0,50087259,5370,111556,2537292.0
5235,5234,197,2021-11-22,DuckInBlack,DuckInBlack,87481833,Rt38,25072793.0,670704,4047723,116319,98558,121821,334006,0,238328248,11362,175187,4047723.0
5236,5235,2170,2021-12-02,Duckinpirates,Duckinpirates,87481833,Rt38,26471712.0,687523,4215904,116320,98558,121821,350824,0,0,0,0,4215904.0
5237,5236,3173,2021-12-09,Duckinpirates,Duckinpirates,87481833,Rt38,27261304.0,690890,4245578,116320,98558,122487,353525,0,246865889,12204,175187,4245578.0
5328,5327,4172,2021-12-09,SlayerˣTjoho,SlayerˣTjoho,90084857,RX38,31316622.0,3260269,30498787,220915,199218,250637,2273636,315863,0,0,0,30498787.0
5357,5356,3702,2021-12-09,Sudirman OG,Sudirman OG,90562328,Ri38,27691291.0,2847782,142679508,24730,734746,267985,1820321,0,1140262481,13783,650653,20749588.0
5373,5372,4127,2021-12-09,Paperkylla,Paperkylla,90935992,Rw38,15853170.0,356426,673231,113669,189965,42892,9900,0,441807315,5073,63992,673231.0
5380,5379,4560,2021-12-14,Koruoa MINI,Koruoa MINI,91218417,Ri38,27578000.0,3911218,154848205,402708,900247,574060,2034197,6,0,36119,956067,24519365.0
5383,5382,4027,2021-12-09,DZ  亗  HUNTER,DZ  亗  HUNTER,91324773,Rt38,19004072.0,2303629,11708866,218471,842143,465624,742943,34448,0,0,0,11708866.0
5412,5411,2228,2021-12-02,GerNbET,GerNbET,91438459,RP38,25074056.0,0,27879188,0,0,0,0,0,1104419413,13581,626112,0.0
5417,5416,5056,2021-12-14,lorde edge,lorde edge,91456190,#N/A,25859320.0,6093347,18732180,1878513,2029798,1325638,819363,40035,0,0,0,18732180.0
5458,5457,412,2021-11-22,M3llow AMIR,M3llow AMIR,93578062,Ri38,24455974.0,3431939,13457482,498823,1541569,606815,784732,0,115963074,9507,241968,13457482.0
5459,5458,2370,2021-12-02,M3llow AMIR,M3llow AMIR,93578062,Ri38,25736571.0,3512962,14267712,498823,1541569,606815,865755,0,135963074,10130,241968,14267712.0
5460,5459,3376,2021-12-09,M3llow AMIR,M3llow AMIR,93578062,Ri38,26538127.0,3512962,14267712,498823,1541569,606815,865755,0,135963074,10596,241968,14267712.0
5474,5473,4013,2021-12-09,BatuhanSahinn,BatuhanSahinn,95337325,Rt38,20125037.0,368870,2418675,30109,115847,8030,214884,0,0,5713,2063,2418675.0
5505,5504,618,2021-11-22,Sharks2009,Sharks2009,95607392,Rw38,25334913.0,2313127,6150324,493883,1291375,324977,188895,13997,0,8076,254,6150324.0
5506,5505,2596,2021-12-02,Sharks2009,Sharks2009,95607392,Rw38,26373487.0,2313127,6150324,493883,1291375,324977,188895,13997,0,8200,254,6150324.0
5507,5506,3612,2021-12-09,Sharks2009,Sharks2009,95607392,Rw38,26787743.0,2313127,6150324,493883,1291375,324977,188895,13997,0,8299,254,6150324.0
5508,5507,4856,2021-12-14,Sharks2009,Sharks2009,95607392,Rw38,27493924.0,2313127,6150324,493883,1291375,324977,188895,13997,0,8334,254,6150324.0
5509,5508,5864,2021-12-29,Sharks2009,Sharks2009,95607392,#N/A,27911395.0,2313127,6150324,493883,1291375,324977,188895,13997,0,8407,254,6150324.0
5510,5509,1631,2022-01-01,Sharks2009,Sharks2009,95607392,#N/A,27911395.0,2313127,6150324,493883,1291375,324977,188895,13997,0,8407,254,6150324.0
5520,5519,5984,2021-12-29,Trooper Farmer,Trooper Farmer,95636110,Rt38,39619943.0,5793864,129989689,4634185,664448,495214,0,17,449531,56106,562800,4236929.0
5565,5564,3297,2021-12-09,Just Morenth,Just Morenth,95676642,RR38,34808201.0,17010975,100898718,4109650,2105476,2811199,7507196,477454,0,0,0,100898718.0
5595,5594,4180,2021-12-09,Small Snow,Small Snow,95677201,RR38,22924732.0,1788136,14768098,144582,189364,121336,1278197,54657,0,0,0,14768098.0
5628,5627,4065,2021-12-09,Killer BKBL4Z3,Killer BKBL4Z3,95678108,Rt38,18840274.0,152390,681824,49672,49856,227,48143,4492,0,0,0,681824.0
5720,5719,6145,2021-12-29,ᴺᴼMęrcy,ᴺᴼMercy,96095459,F38R,26974107.0,18778334,68009006,4627094,5463002,5156676,3510036,21526,0,13903,722641,68009006.0
5745,5744,4149,2021-12-09,Princess Avalie,Princess Avalie,96126999,Rt38,11257225.0,619651,1606072,178832,228101,168846,43872,0,1200000,14910,258312,1606072.0
5749,5747,4219,2021-12-09,virus dz,virus dz,96130941,RP38,23444154.0,4246753,22042478,751072,897568,1214757,1242902,140454,0,0,0,22042478.0
5753,5751,4132,2021-12-09,Pirate McStouty,Pirate McStouty,96139324,Rt38,21611455.0,427617,4247788,25593,56149,8703,264788,72384,0,0,0,4247788.0
5768,5766,4117,2021-12-09,Mr neGspoD,Mr neGspoD,96176549,RP38,17411828.0,2821177,17335694,532622,427865,487005,1304828,68857,0,0,0,17335694.0
5769,5767,2330,2021-12-02,Lady Nude,Lady Nude,96181565,RC38,25441218.0,2960834,18691378,676771,444237,121785,1718041,0,7855365,7275,182324,18691378.0
5770,5768,3329,2021-12-09,Lady Nude,Lady Nude,96181565,RX38,25662125.0,2960834,18691378,676771,444237,121785,1718041,0,7855365,7387,182324,18691378.0
5806,5804,4026,2021-12-09,DJ 143,DJ 143,96200352,Ri38,24296724.0,1393134,8766302,166210,179686,349782,697456,0,27837214,13414,136997,8766302.0
5819,5817,691,2021-11-22,Trooper Clînt,Trooper Clint,96204648,RR38,31258747.0,8268850,59718631,600028,1109424,1618787,4790759,149852,0,22093,286366,59718631.0
5820,5818,2717,2021-12-02,Trooper Clînt,Trooper Clint,96204648,#N/A,24856041.0,8402516,62391931,600029,1109424,1618787,4790759,283517,0,22097,1656514,62391931.0
5827,5825,4051,2021-12-09,Interim Name,Interim Name,96207548,Rt38,13857596.0,297569,881829,91835,125900,31113,48721,0,37268948,7157,55140,881829.0
5886,5883,4175,2021-12-09,Small Bürgerm,Small Burgerm,96239377,Rw38,16278227.0,1052220,7724901,116005,142268,153651,600336,39960,0,15915,109194,7724901.0
5895,5892,4317,2021-12-14,Bl4cK Wid0W,Bl4cK Wid0W,96241549,Rw38,25136270.0,3735649,13605408,2310591,158684,158943,995847,111584,0,0,0,13605408.0
5909,5906,4039,2021-12-09,Falcon Solider,Falcon Solider,96245101,Rw38,10613431.0,186076,1070072,40681,45882,4593,94660,260,0,1993,213631,1070072.0
5910,5907,4211,2021-12-09,m3llow mannkalo,m3llow mannkalo,96245923,Ri38,19270020.0,385851,3038452,27384,43512,33933,281022,0,238673198,9857,39675,3038452.0
5921,5918,4100,2021-12-09,M3llow Tuna,M3llow Tuna,96250012,Ri38,21185798.0,223411,586909,91805,90082,4476,37048,0,32000000,7573,11332,586909.0
5922,5919,4200,2021-12-09,VceN,VceN,96253426,Rw38,14342269.0,391351,3203056,20090,31627,43426,296208,0,8885143,8497,3190,3203056.0
5934,5931,4042,2021-12-09,GangsofWasepur,GangsofWasepur,96254604,Rw38,17190586.0,437920,2256432,72360,169073,10176,186311,0,10000,4993,619859,2256432.0
5941,5938,4081,2021-12-09,M3llow Death,M3llow Death,96256699,Ri38,14623814.0,328460,639837,142748,95564,80220,9928,0,93868930,9428,83325,639837.0
5942,5939,4071,2021-12-09,KÖNİGSRASSE,KONIGSRASSE,96256955,Rw38,12507077.0,131608,696612,17660,51834,5288,56826,0,5831152,3875,33192,696612.0
5954,5951,4106,2021-12-09,MexiSpideyJay,MexiSpideyJay,96258521,Rw38,17265419.0,638928,1887585,296379,76514,164178,101857,0,104391972,6972,128557,1887585.0
5961,5958,4093,2021-12-09,M3llow Rëën,M3llow Reen,96261631,Ri38,15398709.0,123031,331078,14174,71298,31657,5902,0,96954938,14275,12280,331078.0
5971,5968,4057,2021-12-09,Jounin Necro99,Jounin Necro99,96267065,RK38,18886184.0,138218,1095214,15714,11877,26567,71915,12145,0,5744,97466,1095214.0
5992,5989,4073,2021-12-09,LITE MAN,LITE MAN,96285664,Rw38,15871175.0,269864,1616664,49590,88653,28225,75138,28258,0,4611,284153,1616664.0
6000,5997,2991,2021-12-02,驃騎Amethy,驃騎Amethy,96291019,RR38,31353057.0,3614000,167544397,300228,500364,433946,2379462,0,170888760,27781,563339,26591177.0
6013,6009,4178,2021-12-09,Small Murloc,Small Murloc,96298101,Rw38,19207972.0,1213088,7739770,57081,324156,215023,611661,5167,0,8188,77421,7739770.0
6018,6014,4085,2021-12-09,M3llow Fast,M3llow Fast,96312657,Ri38,18447612.0,258603,674955,23086,163366,62984,9167,0,2311204,9117,11356,674955.0
6026,6022,4087,2021-12-09,M3llow Frîja,M3llow Frija,96399935,Ri38,18246566.0,105662,555624,6181,31631,31229,36621,0,131499016,14759,22358,555624.0
6030,6026,4146,2021-12-09,PirateShinyJack,PirateShinyJack,96424810,Rt38,13430986.0,529456,4232001,24537,36703,173797,242988,51431,0,8822,89824,4232001.0
6043,6038,2954,2021-12-02,义Kakaroto义,义Kakaroto义,96502129,RR38,106157495.0,133355820,1297087003,2932855,3384116,9170585,110431542,7436722,0,15589,3827725,1297087003.0
6094,6089,2715,2021-12-02,Trooper Aomlove,Trooper Aomlove,96616712,RR38,27548770.0,5592706,35429290,701134,1033551,1041078,2728121,88822,13390683,11361,0,35429290.0
6129,6124,4022,2021-12-09,Chuunin Swag,Chuunin Swag,97091387,RK38,13684359.0,430378,2309065,33546,171449,49062,176321,0,70688103,8610,171353,2309065.0
6145,6140,4185,2021-12-09,THOR 27PH,THOR 27PH,97125698,Rw38,15774470.0,1785153,8773893,286807,433389,466636,598321,0,52124660,13460,555869,8773893.0
6180,6174,5158,2021-12-14,Ᵽinkie,Pinkie,97560016,RR38,31133342.0,7367847,54156845,761096,1087069,1540707,3391184,587791,0,0,703305,54156845.0
6185,6179,4678,2021-12-14,Murdøc,Murdoc,97560095,RR38,38972864.0,16449765,112289076,1767632,2500533,3852146,7506318,823136,0,0,0,112289076.0
6189,6183,2369,2021-12-02,M3LLOW SQUIRREL,M3LLOW SQUIRREL,97642297,Ri38,28857678.0,2309683,20810583,199178,377428,1578235,154842,0,322909904,4487,289607,8656051.0
6190,6184,3375,2021-12-09,M3LLOW SQUIRREL,M3LLOW SQUIRREL,97642297,Ri38,29479543.0,0,20810583,0,0,0,0,0,347909904,4603,289607,0.0
6204,6198,6186,2021-12-29,乄Daver乄,乄Daver乄,9775721,RK38,49595784.0,0,35598212,0,0,0,0,0,3776141476,11479,3559491,0.0
6213,6207,2225,2021-12-02,GIYU T0MI0KA,GIYU T0MI0KA,97830892,RP38,41655322.0,0,57750963,0,0,0,0,0,291021058,6487,839353,0.0
6225,6219,4231,2021-12-09,ㅤPirate  Peace,ㅤPirate  Peace,98091482,Rt38,20107332.0,15329156,46224673,2333006,7180631,4459730,1355789,0,26650018,9779,879248,46224673.0
