,Governor ID,Name,KVK contrib,Ranking
143,27730064,Jon Snow KN,2335842.0,613
1082,96119582,Spider Bøy,2331084.0,614
275,48439949,BigBlkClock,2325791.0,615
1100,96181565,Lady Nude,2325748.0,616
623,69199791,Slayer x badboy,2223535.0,617
987,91434902,PIlyo,2205530.0,618
724,76218406,xpad,2202353.0,619
935,86151634,I Am Brayan,2193370.0,620
264,45486740,Slayer X NOBITA,2170909.0,621
1266,97435707,ImAnRSoul,2170555.0,622
1145,96240899,M3llow Treez,2159707.0,623
855,83446660,Jablay Pirate,2142901.0,624
929,85832280,Pirate Hunter38,2136294.0,625
175,33738298,Tesssssss,2121591.0,626
233,39976329,kokoroo OG,2118321.0,627
888,84472406,Antź,2105091.0,628
443,62017843,尺V AsiF,2060109.0,629
744,7696305,BunnyOfImpurity,2056955.0,630
152,28653501,Ru Gaming,2033883.0,631
188,34869648,Funtôme Sakura,2009504.0,632
997,93578062,M3llow AMIR,2001363.0,633
1110,96198317,MAMPOS KAU SITU,1981627.0,634
323,53734445,Barbosah,1975208.0,635
931,85918614,Princeツ,1970821.0,636
1112,96200352,DJ 143,1970399.0,637
752,77683403,ᴷᴳ김사나,1959414.0,638
384,58615587,Bangᴿⱽ,1953072.0,639
76,17502418,PIRATE  BIICHO,1935176.0,640
240,40823396,axiaKing ツ OG,1914136.0,641
848,83307848,SlayerˣAdragar,1911648.0,642
2,10154350,Pochemuchka,1908960.0,643
899,84652781,ᵛⁿDVHⁿᵛ,1894182.0,644
787,79819283,SlayerₓGANJA,1889015.0,645
1174,96259184,ㅡLIGHTㅡ,1886326.0,646
613,68627238,G҉a҉r҉i҉p҉,1884840.0,647
543,64520739,PIRATE vilmos,1854592.0,648
213,38390141,Irélia Rx,1851446.0,649
1148,96241549,Bl4cK Wid0W,1802103.0,650
969,90147351,ProfZebu,1786657.0,651
926,85779450,oCcr16,1782972.0,652
342,55567655,Parrot Equuleus,1782898.0,653
1077,96095459,ᴺᴼMęrcy,1723856.0,654
1026,95676183,mAdzz y҉,1696208.0,655
784,79756107,Heo Bé Ba,1695108.0,656
344,55587705,MBDB,1687203.0,657
735,76603428,ˢᶦ Rippat,1674699.0,658
908,84992368,ᴹᴰ Kanako,1671746.0,659
774,78939625,AgentCarterRN,1640700.0,660
994,92573671,Slayer Azzahra,1637501.0,661
719,76153330,slayerxCROSFIRE,1629277.0,662
373,57922872,ÆTERNALS,1624286.0,663
704,75577618,Slayer ˣ The0,1621174.0,664
149,27960822,TabZkie,1618575.0,665
630,69665867,Queen jail,1614721.0,666
111,21494429,eagle tr,1587434.0,667
531,64059118,Slayer x kentru,1571853.0,668
1036,95677008,Brals ᴾᴴ,1556157.0,669
792,79935816,BoUnCeR61,1550455.0,670
281,49219204,Hoa Queen,1546030.0,671
860,83563824,ᴾᵁ Dreams,1543394.0,672
1080,96105156,CHANBAOKAN,1533317.0,673
1021,95668784,Changé 嫦娥,1516608.0,674
775,79083099,BENORAN,1516581.0,675
906,84934733,Little Jūles,1499481.0,676
272,47257003,C h i K a,1499390.0,677
119,22967631,Pirate Bellamy,1489104.0,678
887,84469048,Giock,1471578.0,679
259,4445859,not ryn,1439705.0,680
657,71318742,JustFocusTheKVK,1410112.0,681
789,79837494,ᴾᴿᴼシ F1,1401565.0,682
67,16891821,Alotta Fagina,1396401.0,683
975,90920459,Mutaseeem,1394387.0,684
422,60891605,miss u wim,1373564.0,685
156,29137686,viddik,1361228.0,686
187,34601789,FLOPO,1353647.0,687
930,85880212,N A I F 个,1350280.0,688
840,82428994,sᴿ Mentum,1336499.0,689
651,70821752,Dybala junior,1325503.0,690
783,79607276,Slayer X Erica,1321698.0,691
655,71224394,ScReamOuS,1313272.0,692
276,48452348,BOB the FVCKER,1310145.0,693
1151,96244148,Jagermiester,1250034.0,694
1248,97102262,Small SupDup,1246136.0,695
1075,96055460,M3llow Poro,1222987.0,696
426,61109803,AdolfфStalin,1220493.0,697
1227,96593085,M3llow TNT,1220121.0,698
1106,96196248,Dotsawnt,1200168.0,699
836,82052885,Pirate Kyy,1198858.0,700
851,83318918,Slayer aBo Rwan,1169775.0,701
268,46217069,Khaled Ben Wali,1165183.0,702
21,11963714,PIRATE Zebu,1144354.0,703
216,38895906,Pro RoK,1119191.0,704
659,71363203,PIRATE x MAUNG,1095603.0,705
284,49964501,황신원 of Roseee,1068870.0,706
749,77544243,Slayer X ORHAN,1056877.0,707
858,83552022,Salao Pablitox,1029207.0,708
430,61647508,Oddᵗᵘᵍᵃ,1026584.0,709
1272,9775721,乄Daver乄,1023879.0,710
413,60222813,Mighty Ares OG,1010475.0,711
902,84863879,Chipi2021,999475.0,712
359,56567751,piratepunisher,981825.0,713
34,13373896,User 21,976233.0,714
561,66006431,RichCupcake,971955.0,715
468,62770125,مصعب المهاجر,968299.0,716
679,73670637,Y Amlak K,964426.0,717
968,90084857,SlayerˣTjoho,937684.0,718
218,38997259,サイタマ one punch,894415.0,719
890,84482307,Jackosville,893286.0,720
950,87989436,GweC,866340.0,721
891,84483050,Z3roCooL,848933.0,722
668,72346203,Mrpoppoybutthol,845439.0,723
867,83664660,G v B,842154.0,724
183,34358347,ヅIsmail 义,820985.0,725
600,67663968,Tôn Vủ,813784.0,726
1137,96233893,Babelou,810756.0,727
894,84496079,popie the great,803212.0,728
665,71841266,火 Z E Y Z,784549.0,729
956,88367615,Lan Thương,777547.0,730
203,37461942,Boemen,761065.0,731
333,55094256,Tsunade  Dealer,755633.0,732
459,62608636,BassPirateRed,752861.0,733
927,85790011,Reaperメ,747084.0,734
837,82284361,QuȺcksilver,735700.0,735
986,91433759,Moonraiser 2,735321.0,736
478,63115280,Lýnx Farm Boss,725821.0,737
92,19036336,ll Taiga ll,706631.0,738
458,62548492,Slayer Almada,689292.0,739
122,23041197,DaBanker jr,682233.0,740
1219,96549640,〤MôSsMô〤,654563.0,741
291,51213820,AMNA CASB,651621.0,742
33,13371305,Explosive Skull,639963.0,743
874,84061546,Moustfa,635763.0,744
893,84489261,busdriver01,619361.0,745
62,16519446,THUG  القرم,617806.0,746
1043,95677955,Ryoujii,614880.0,747
905,84899781,LUKMAN CAVA,601175.0,748
451,62289360,么 Explech 么,596201.0,749
729,76319094,PolarT,562924.0,750
885,84468847,ᴰᴴWidoW,560084.0,751
1154,96246071,M3llow Thinker,553863.0,752
1035,95676768,Mr Kiraln,548631.0,753
617,68734401,Kayy00,527528.0,754
852,83321029,AlbabtooˣSalyr,506272.0,755
687,74240206,Harryslad,495633.0,756
907,84981994,SLAYERxVëdgë,489602.0,757
695,75075936,Slayer Zain,479678.0,758
352,56131025,Åmmōnïå,468461.0,759
964,89617826,GeasLite,456836.0,760
903,84881332,UmayKhan,447750.0,761
435,61901644,Saddam68,445209.0,762
959,89179743,Pirate Desrt,442591.0,763
539,6432716,Not RK,433884.0,764
551,65107216,SlayerX Blablaa,430754.0,765
418,60304697,Slayer X Jixco,430591.0,766
766,78593770,Fatima Azahra,428731.0,767
311,53399282,Memorize 150421,426473.0,768
253,43133759,SEMRUK,417482.0,769
745,77220907,Pirate Wind,409456.0,770
407,59951634,Red Hulk Smash,408723.0,771
490,63495915,Pirate TanteJiN,407037.0,772
913,85229521,Nuạnoi,360375.0,773
1230,96616712,Trooper Aomlove,342877.0,774
52,15888946,CallMeTea1,340658.0,775
141,27364120,BokutoTW,310086.0,776
1042,95677486,baby Robobo,300319.0,777
563,66144116,NjörD Farm,298987.0,778
1024,95676053,Trooper 尺ひﾉ,283162.0,779
716,76058615,LYN ZERO,279047.0,780
646,70615113,Dod 1,277422.0,781
857,83529205,Mikhæl,275405.0,782
779,79394174,CisiliA JR,274270.0,783
1010,95486999,ツLeGeND SiTA,273590.0,784
27,12529038,Wiggly lou,269150.0,785
1095,96165300,Jerooooo,255417.0,786
737,76771772,ṩĶÿ ễ,246996.0,787
1063,95822497,slayerX Qqueen,239891.0,788
1133,96224409,Pirate Arcane,235695.0,789
1070,96007827,RikoSaikawa,232565.0,790
121,23038649,Byxoy Batya,228252.0,791
755,77762406,Doggytanian,218221.0,792
990,91606916,Slayer X BTK,217302.0,793
512,63790695,BaxeN,210178.0,794
41,14739629,ItsAki III,187886.0,795
550,65094873,PirateLapu2x,179711.0,796
947,87481833,Duckinpirates,176882.0,797
827,81531635,LUKMAN ARCHER,168173.0,798
751,77645158,BankOfRisk人,167472.0,799
1014,95544761,A7 fold f2P,162679.0,800
699,75316554,Sartorial Man,158704.0,801
897,84578178,Pseudonymmm,155026.0,802
1019,95667863,Small Mitsuki,154926.0,803
409,60059471,RemiiXxScuff,151764.0,804
1201,96299025,paul04,149391.0,805
819,80858495,Slayer ROSE,148898.0,806
777,79282837,Bitasuka,146913.0,807
125,23947755,Old Theory,145208.0,808
645,70504681,OG SN0WMAN,143947.0,809
282,49691603,Pirate of Death,142347.0,810
1078,96101018,xMalcom,139084.0,811
89,18881145,Apocó,136187.0,812
607,68350663,IchigoF1,133793.0,813
670,72502696,ヤ DarkHadi,131463.0,814
910,84993931,ᴹᴰSoma,131053.0,815
1068,96004591,M3llow Set,129671.0,816
676,73461895,Queen Tigro,126106.0,817
522,63918303,GroundZilla,123722.0,818
1277,98091482,ㅤPirate  Peace,115812.0,819
219,3909496,ItsAki IV,113899.0,820
1012,95492445,Pirate Scarlett,109699.0,821
912,85009635,VonLohengramm,108438.0,822
477,63082694,모조 Mojo M,108340.0,823
962,89303794,busdriver02,102836.0,824
620,69070665,JonnyKr 爺 2,101323.0,825
1194,96287173,M3llow ZooTeR,100252.0,826
880,84425529,ᴹᴰAken,99391.0,827
873,84039013,ヤGetLost,95585.0,828
474,62988416,Pirate Begal,89598.0,829
83,17742942,sh3rl0ck,87554.0,830
503,63636671,RichCheese,82158.0,831
327,54234687,SoujiroLEE,76918.0,832
98,20528847,Schylur,76849.0,833
781,79488330,ᴰᵀVƯƠNG,76409.0,834
470,62903562,Kvitravn Q,75558.0,835
1224,96577092,Shahrivar,70081.0,836
605,68019444,BlēstFoodz,65247.0,837
289,5091253,NotSpicyMikee,57774.0,838
105,21257492,FarmingBubbles,54382.0,839
677,73495285,PICCO Farm,54160.0,840
379,58351719,M3llow Choncc,53891.0,841
243,41855461,TheTrueFarmer,51789.0,842
198,36769449,jedifarm,48161.0,843
1034,95676757,亗 Solo Igris,46574.0,844
32,12971479,CallMeTea2,42738.0,845
1209,96410358,TeMeHb,41754.0,846
941,86570708,ロストチャイルド,41081.0,847
932,85942663,チュパ,37842.0,848
467,62763532,Aquilasia,35122.0,849
921,85461302,Atyaf H,34136.0,850
505,63706408,TinyTifa2,33294.0,851
343,55584994,RunnerD,28864.0,852
389,58839227,HEathens,28643.0,853
939,86290332,SM Jupiter 98,28179.0,854
682,73884186,Haniyasu G,27824.0,855
786,79799254,KillerXLeonidas,26818.0,856
686,73993251,Valkixo,25361.0,857
43,15114224,PRADA013,24914.0,858
101,20619443,xM3llow KiNg,24744.0,859
11,1097477,HISPAN0,24081.0,860
573,66424168,Guan Chau 2,23059.0,861
649,70764354,Pirate Nemo,22989.0,862
194,35820841,iKingRagnarr,22441.0,863
804,80257931,Pirate Sage,22041.0,864
951,88010657,LegendsNevaDie,21732.0,865
821,80959999,彡1 Angel ヅ,20099.0,866
417,60303728,AhBengKoh,19963.0,867
995,92688471,KOLAYMAUNG,15538.0,868
263,45187068,M3llow Shawarma,15316.0,869
909,84993930,ManiLAPIRATES,14788.0,870
1129,96217658,Jounin Rey Vago,14720.0,871
197,36594863,ナハト ファウスト,14430.0,872
395,59069826,퀸GuangLingメ,14280.0,873
392,58968368,ゼロツー      002,13469.0,874
618,68737021,Castle Black69,12704.0,875
639,70093676,乂BILLY乂,12269.0,876
601,67704983,义 daeny 义,11698.0,877
215,38821571,Katara0304,11328.0,878
564,66190912,Nighty Fury,10823.0,879
937,86238869,Akenkeren2,10581.0,880
538,64319584,Lýnx Boss Farm,10006.0,881
115,22274656,BoosShakeShack,8748.0,882
853,83345137,Leo 0,8496.0,883
1038,95677139,LegendDingus,7613.0,884
336,55136170,Miniᴳᴺᴳ,6647.0,885
753,77727751,VALIANT Gekk,6435.0,886
650,70797559,Rifmoplet,5441.0,887
938,86247358,IM BLAGUK777,4890.0,888
118,22926716,Executioner V3,4723.0,889
763,78025780,Slugger187,4654.0,890
528,64016617,Pirate Pengwing,4278.0,891
414,60244782,NINOOX,4186.0,892
541,6438579,Shepinski,4088.0,893
182,34330811,Mini HYDRA,3482.0,894
371,57637301,Farm Nit,3270.0,895
826,81517208,City xpd,1867.0,896
552,65163560,Proseccco,1427.0,897
147,27930287,Deadly Arrow,1375.0,898
604,68007996,尤吉歐Eugéo,1287.0,899
973,90562328,Sudirman OG,1234.0,900
776,79101788,lovebird1,1227.0,901
150,28491704,Low Fi Daver,1190.0,902
374,58025104,sinnerpride2,886.0,903
312,53410809,HatredCopter,764.0,904
768,78782252,analuiso,696.0,905
653,70882216,SiBuluBulu,573.0,906
160,29801029,Pirate Alim,444.0,907
916,85366544,Fehme,424.0,908
397,59160864,rank dark ue,242.0,909
288,50846273,Grandpa Farm4,140.0,910
988,91438459,GerNbET,56.0,911
1251,97125033,Trooper Mal,0.0,912
1250,97123715,Mr sheaffer,0.0,913
1249,97121989,Trooperkamikaze,0.0,914
1097,96170888,M3llow Rod,0.0,915
1246,97091638,Groot DK,0.0,916
1098,96174821,x  ACE  x,0.0,917
1099,96176549,Mr neGspoD,0.0,918
1247,97101811,Q U E E N I E E,0.0,919
1096,96167374,Boss Paperkylla,0.0,920
1147,96241263,Sneaky Link,0.0,921
1102,96191138,Small REnAR,0.0,922
1239,96776653,PirateMatuPatu,0.0,923
1113,96200949,IronMan z4,0.0,924
1234,96650925,SlayerXSkipper,0.0,925
1111,96199430,Killer X Marco,0.0,926
1237,96700452,Pirate Ryōta,0.0,927
17,1181144,Marsh Farm 1,0.0,928
1109,96197953,x ETH x Farm,0.0,929
1108,96197563,M3llows Thorgir,0.0,930
1240,96970314,TilValhallaa,0.0,931
60,16508127,Bortron,0.0,932
1242,97075355,父SɦǟʀҜ父,0.0,933
1094,96161791,Aşhu Maşhu,0.0,934
1244,97086973,SwordsManZoro,0.0,935
1107,96197094,Thor pipaskat,0.0,936
1245,97091387,Chuunin Swag,0.0,937
1105,96195946,M3llow Touch,0.0,938
1104,96195262,TINApie,0.0,939
1243,97078494,Mr BushCyrix,0.0,940
1256,97175946,M3llow Khęprį,0.0,941
1093,96153296,Rømanoff,0.0,942
1074,96054558,M3llow FatChub,0.0,943
1083,96121928,Q80 HUNTER,0.0,944
3,10205602,Sherl0cked,0.0,945
1079,96104411,Dr AnderStrange,0.0,946
1274,97830892,GIYU T0MI0KA,0.0,947
1076,96057102,M3llow Adam,0.0,948
1276,98020847,DE4DPO0L,0.0,949
1278,98226089,D3VYN,0.0,950
1073,96053409,Trooper Cacimo,0.0,951
1084,96126999,Princess Avalie,0.0,952
1072,96025702,JouninﾒH1R4Mﾒ,0.0,953
1071,96008726,KannaK0bayashi,0.0,954
1279,98398193,BLACKVAGOAL,0.0,955
1280,99203747,Will Tuga III,0.0,956
1069,96006500,Slayer X Lukob,0.0,957
1281,99283317,Blueberriesi,0.0,958
1282,99495030,Slayer ˣPēēp,0.0,959
1265,97387239,Miss Riah Swann,0.0,960
1085,96128033,Pirate Cyclöne,0.0,961
1252,97125698,THOR 27PH,0.0,962
1090,96140979,M3llow Airumi,0.0,963
10,10918651,Zãnoagã,0.0,964
1092,96148458,Nāyeon,0.0,965
1254,97144363,Small Odin,0.0,966
1255,97160911,Miss Chemical,0.0,967
1257,97184158,Jota San,0.0,968
1091,96143916,CaptJackShadow,0.0,969
1258,97194125,CaptEarl,0.0,970
1259,97201220,Trooper Luffy,0.0,971
1264,97287877,Jarvis Ztech,0.0,972
1089,96139324,Pirate McStouty,0.0,973
1088,96131574,Here Cums Elmo,0.0,974
1260,97206229,SilverSurferz,0.0,975
1086,96130927,Mr Pëppër,0.0,976
1261,97223990,WraithShot,0.0,977
1262,97224201,Lethal Pirate,0.0,978
1263,97250821,Pirate SM00th,0.0,979
1114,96201419,M3llow IFF,0.0,980
1229,96603070,Pirate beaver,0.0,981
1115,96201947,Small JucCy,0.0,982
1136,96230581,M3llow Dude,0.0,983
1168,96256955,KÖNİGSRASSE,0.0,984
1170,96257326,Small JMQ,0.0,985
1171,96258082,M3llow Switch,0.0,986
1172,96258173,M3llow hello,0.0,987
1173,96258521,MexiSpideyJay,0.0,988
1175,96259471,M3llow Yami,0.0,989
1176,96259916,Slayer x yMt3,0.0,990
1177,96260831,Pirate SOMALIA,0.0,991
1135,96229112,Nicolau07,0.0,992
1233,96645283,Pirate cass,0.0,993
1134,96228988,Pirate kicking,0.0,994
1178,96261561,Capo Spartanu,0.0,995
1179,96261631,M3llow Rëën,0.0,996
1180,96262558,master758,0.0,997
1181,96265202,Cotton95,0.0,998
1066,95922939,maLdiTa,0.0,999
1182,96265209,økills,0.0,1000
1184,96267065,Jounin Necro99,0.0,1001
1167,96256699,M3llow Death,0.0,1002
1165,96255103,M3llow JCO,0.0,1003
1164,96254835,Ashwillmore,0.0,1004
1163,96254604,GangsofWasepur,0.0,1005
1150,96242763,CaptainFelixᴿ,0.0,1006
1146,96240941,Mr TomaHawk,0.0,1007
1152,96245101,Falcon Solider,0.0,1008
1153,96245923,m3llow mannkalo,0.0,1009
1144,96240225,Mr Trandom,0.0,1010
1155,96246383,Under Boss Para,0.0,1011
1143,96239466,Happy Honda,0.0,1012
1156,96248420,Steelrone,0.0,1013
1142,96239377,Small Bürgerm,0.0,1014
45,1518877,Mini Marsh 02,0.0,1015
1158,96250012,M3llow Tuna,0.0,1016
1141,96238368,M3llow Blawb,0.0,1017
1159,96253426,VceN,0.0,1018
1161,96253645,Jounin Temp,0.0,1019
1162,96254479,Trooper Mox,0.0,1020
50,15850637,I Am SaltTea,0.0,1021
1138,96234544,ᵉᵐᶦ,0.0,1022
1185,96272103,Bully Maguire4,0.0,1023
1187,96273739,KillerX Nnoitra,0.0,1024
1188,96273838,M3llow Ewert,0.0,1025
1214,96471500,Psychologyst,0.0,1026
1215,96482453,KAITx Kz,0.0,1027
1216,96486128,F2P Dealerr,0.0,1028
1124,96214090,Midlánèr,0.0,1029
1220,96553958,M3llow Silence,0.0,1030
1123,96212776,Killer Riaz,0.0,1031
26,12507402,TeeroHPx,0.0,1032
1122,96212053,nøødle,0.0,1033
55,16092334,YouGotNickCrabs,0.0,1034
1225,96581509,M3llow 7empest,0.0,1035
1226,96583489,Pirate Kyozelia,0.0,1036
1228,96595307,Davy Chajones,0.0,1037
46,1519039,Mini Marsh 01,0.0,1038
1120,96207548,Interim Name,0.0,1039
1231,96617124,ÁltairSTARS,0.0,1040
1232,96625552,SlayerˣCaboツ,0.0,1041
56,16155630,Mjǫlnir,0.0,1042
1117,96204359,M3llow W44RD,0.0,1043
1125,96214479,Slàyer X Uchí,0.0,1044
1212,96429615,Slayer X Teavis,0.0,1045
1189,96274309,nr456 Chvaściu,0.0,1046
1211,96427511,乄Pirate Val,0.0,1047
1190,96277498,K9Nate,0.0,1048
1191,96280450,EntropicMalice,0.0,1049
1193,96285664,LITE MAN,0.0,1050
1196,96293177,Bobopudge,0.0,1051
1198,96295361,headless ripper,0.0,1052
1199,96297228,Kobe00,0.0,1053
1200,96298101,Small Murloc,0.0,1054
1130,96218659,Scarlgard,0.0,1055
1202,96299115,Welongsw,0.0,1056
1203,96312657,M3llow Fast,0.0,1057
1204,96326411,TigerSosa,0.0,1058
1205,96337662,Slayer X Snakę,0.0,1059
1206,96365102,dik fury,0.0,1060
1207,96378030,KillerX aloneF,0.0,1061
1208,96399935,M3llow Frîja,0.0,1062
1127,96216646,lepreal,0.0,1063
1210,96424810,PirateShinyJack,0.0,1064
1067,95936756,Baby Ravenx,0.0,1065
889,84480956,ACHRAF 07,0.0,1066
1065,9589695,ᴹᴰKentttyyy,0.0,1067
705,75596898,Chrollo 2,0.0,1068
246,4209884,AndrewB2017,0.0,1069
727,76274398,Evangelion00,0.0,1070
247,42331212,RodCopperbottom,0.0,1071
249,42659448,sǫᴅ BOT 6,0.0,1072
251,42989323,zeusS09,0.0,1073
257,43893200,LORDOFDRAGONS,0.0,1074
258,44071135,Fiona BASH,0.0,1075
712,76023324,Pirate POPEYEラ,0.0,1076
709,75881042,pirate omponG,0.0,1077
266,45778024,SlanterFarm,0.0,1078
271,47030081,Marreta Preta I,0.0,1079
700,75341412,Organic Orange,0.0,1080
801,80223861,Pirate Wiz,0.0,1081
698,75209116,Lýnx Mini Farm,0.0,1082
277,48649473,Pat king ll,0.0,1083
278,48675758,F A L C Ô N,0.0,1084
279,49137996,ɢɢ Candyrain,0.0,1085
692,74522049,Master Tèo,0.0,1086
691,74504631,BFLO,0.0,1087
689,74307326,tomizasu 0,0.0,1088
684,73915182,Lil Flexy I am8,0.0,1089
292,51276356,Fakiu BB,0.0,1090
672,72628943,Grrlglglg,0.0,1091
671,72557634,Hector133,0.0,1092
730,76345171,RengoJR,0.0,1093
733,76502028,Bar Liar Y,0.0,1094
238,40448251,Habib123ka4,0.0,1095
237,40419140,Lazzys beefstew,0.0,1096
797,80104536,Millzz,0.0,1097
796,80093965,S P L l F F,0.0,1098
794,7996506,BABY Jolan,0.0,1099
793,79940825,Hʋŋtɘʀ,0.0,1100
208,37763148,Fallin002,0.0,1101
214,38672458,Red Devilsss,0.0,1102
778,79360533,屮 Escan0r 屮,0.0,1103
773,78844814,Slayer LegionX,0.0,1104
772,78825352,nhàtaocóTV,0.0,1105
769,78800403,NASTHAEL,0.0,1106
765,78546222,XHĐ1989,0.0,1107
764,78405318,Pirate cimut,0.0,1108
224,39494780,tookax,0.0,1109
226,39666473,Fallin0001,0.0,1110
757,77796370,R R THANKS,0.0,1111
756,77771007,DjieSamSoee,0.0,1112
754,77753647,义Pirate义,0.0,1113
750,77644159,BabyBlackshadow,0.0,1114
748,77529769,rjmb,0.0,1115
746,77415864,KangBakso471,0.0,1116
230,39751049,Pirate Nebu II,0.0,1117
741,76856995,M3llow Izzy x,0.0,1118
234,4,SoujiroLEE,0.0,1119
669,72466066,Polcadot,0.0,1120
667,72334719,Taurus 0,0.0,1121
293,5128347,Corhejlo,0.0,1122
577,66715811,Noka AXL,0.0,1123
385,58681682,Lemon彩虹,0.0,1124
386,58698652,BubblesLvs2Farm,0.0,1125
388,58815176,Baby yakoô,0.0,1126
568,66337482,Mᴀᴛsᴜʀɪ,0.0,1127
566,66238127,Jeg forstar ikk,0.0,1128
565,66226973,A죽음,0.0,1129
562,66055533,Bye Tuga Farm,0.0,1130
559,65877360,ASHIMO LION,0.0,1131
391,58920386,M3llow Empress,0.0,1132
556,65548507,FarmerMoxina,0.0,1133
549,65004476,KFC chickenn,0.0,1134
401,59373607,ᵈᶦʳᵗʸZA,0.0,1135
546,64873354,Mini MongD,0.0,1136
545,64576781,Lil Flamma,0.0,1137
540,64357899,Lovebooty,0.0,1138
420,60665838,Bloodrocuted,0.0,1139
431,61827973,MSTTNCC,0.0,1140
442,61983631,FDantss,0.0,1141
457,62458819,自由ㅅ 小怪,0.0,1142
508,63736667,SabdopaloN Jr,0.0,1143
501,63622109,ÃquaBöťòĺ,0.0,1144
485,63389548,Jenderal Semut,0.0,1145
491,63498244,oDVHo F1,0.0,1146
575,66504517,Castratikon,0.0,1147
383,58455235,ServantTiger,0.0,1148
663,71782184,OmniManToo,0.0,1149
382,58443603,SlaveTiger,0.0,1150
299,51796131,Persian King 87,0.0,1151
301,52148124,JamesVeryT,0.0,1152
648,70669896,BANTENG BLAGU,0.0,1153
1,10078313,DolphynPanchito,0.0,1154
320,53653040,Troll Hüntęr,0.0,1155
334,55127138,TrollHüntręss,0.0,1156
335,55133103,Tsunade     WTF,0.0,1157
337,55157892,4Zinc,0.0,1158
339,55423883,suppermen  1,0.0,1159
340,5551404,mini Hoolee,0.0,1160
624,69220396,BigLoai,0.0,1161
622,69100400,saw FarhoD,0.0,1162
619,68760958,Mini Hanie 1,0.0,1163
349,55889857,CAP Farm,0.0,1164
350,55986797,Slayer X Leoboy,0.0,1165
606,68138742,乂 Zora 乂,0.0,1166
353,56189359,LuffyLikePuffy,0.0,1167
597,67465056,M WARSONGᴿᴬ,0.0,1168
363,57069821,齐天大圣17,0.0,1169
372,57893941,Carnitas955,0.0,1170
375,58137034,Valkilittl,0.0,1171
378,58310757,Killplus,0.0,1172
583,67069422,亗㋡PirateSTEVE,0.0,1173
1064,95833977,ᴳᴳ Ana,0.0,1174
202,37447605,ToTA966,0.0,1175
806,80309379,PirateDickHead,0.0,1176
100,20605198,AfroditA I,0.0,1177
1011,95491469,ᶜʳᵉᵉᴰ,0.0,1178
1009,95476219,MrFreewind,0.0,1179
1008,95473038,Dark PİRATE メ,0.0,1180
1006,95449096,M3llow 5010m0n,0.0,1181
1005,95413495,Pierrot CEO,0.0,1182
1004,95382558,Thê Jøkęr,0.0,1183
1003,95370607,Slayer X RexRie,0.0,1184
1002,95337325,BatuhanSahinn,0.0,1185
103,20946021,Pico10yearsold,0.0,1186
1000,95303176,EDlT NICKNAME,0.0,1187
999,94267350,Pirate Ørń,0.0,1188
998,93678362,cháN đờI,0.0,1189
106,21361332,12belaguks,0.0,1190
991,91938689,city xspd,0.0,1191
989,91456190,lorde edge,0.0,1192
985,91404607,Ｆ Ｕ Ｒ Ｙ,0.0,1193
107,21362209,Slayer X Rakay,0.0,1194
982,91345871,ꜰᴜɴᴋ シ,0.0,1195
981,91324773,DZ  亗  HUNTER,0.0,1196
979,90952973,RoyParker,0.0,1197
978,90945690,Kreeholio,0.0,1198
977,90940423,Valkyrie Valara,0.0,1199
976,90935992,Paperkylla,0.0,1200
1013,95540014,DevinoxD4th,0.0,1201
1016,95607392,Sharks2009,0.0,1202
192,35511600,Tests fckup,0.0,1203
1020,95667881,Ms Revane,0.0,1204
1062,95808013,Anbu Kyando,0.0,1205
1061,95769419,Small Yasuo vn,0.0,1206
1060,95698763,Jounin Storm,0.0,1207
68,16898698,Fr소nchy亗Yeo,0.0,1208
1057,95682056,Trooper Shinyai,0.0,1209
71,17232791,Chob73,0.0,1210
73,17373071,YSf,0.0,1211
1054,95680832,MrChunkiebean,0.0,1212
1051,95679932,Darth Guy,0.0,1213
1049,95678848,Your Lil Donutz,0.0,1214
1048,95678464,xPokerPQ,0.0,1215
77,17539883,Dixie  Normous,0.0,1216
1046,95678322,Mr DrAkEnN,0.0,1217
1045,95678108,Killer BKBL4Z3,0.0,1218
82,17739137,BabyChoda,0.0,1219
88,18401805,stoned farm 6,0.0,1220
1037,95677106,GWENDOLYN POOLE,0.0,1221
1032,95676696,FîshGold,0.0,1222
1031,95676651,Baby Lieber,0.0,1223
91,19025454,Rexy Scarlet,0.0,1224
1029,95676492,pirate snowman,0.0,1225
1027,95676360,PapaZiggᴿᴬ,0.0,1226
1025,95676117,Jounin Lima0128,0.0,1227
974,90827038,I Love 2285,0.0,1228
0,0,LiarsV,0.0,1229
972,90421701,MW NaMi,0.0,1230
881,84449449,ReignTwo,0.0,1231
872,83961633,SEDAT PeKeR,0.0,1232
870,83773499,Viddik,0.0,1233
865,83636766,belaguu,0.0,1234
145,27794057,Hoolee fm,0.0,1235
146,27831676,M3llow QUeen,0.0,1236
854,83429851,ᴮᴰᴳÇimut,0.0,1237
155,29115500,DN0,0.0,1238
839,82311998,M3llow Saksa,0.0,1239
834,81756302,SHSH神神,0.0,1240
165,30844064,Crystål,0.0,1241
832,81748803,SHSH月月,0.0,1242
166,30895403,ASAP Flacko,0.0,1243
169,31137582,ASTARTEA I,0.0,1244
828,81532426,pąpůť,0.0,1245
824,81359161,彡2 Angel ヅ,0.0,1246
822,81006115,Newbie 26H,0.0,1247
820,80867484,RussDaRabbit VS,0.0,1248
