,Governor ID,Name,Ranking,Power,PreKVK Power,KVK Contrib,Scaler_Down,Scaled Score
279,77930129,PT PTT  ジ,547,52324225.0,52672988.0,3576213.0,,3576213.0
1076,96119582,Spider Bøy,628,25063136.0,23603479.0,2331084.0,1.5115862997042657,3523634.6378598185
862,95676183,mAdzz y҉,617,29407785.0,26526529.0,2496208.0,1.4096733784342401,3518837.9646345777
816,85448673,WeFiSt0ᶤᶺ,615,29628436.0,27367951.0,2516927.0,1.392775145820433,3505513.3694443847
334,65750039,Seed420,551,56181459.0,46505957.0,3493703.0,0.9893909553258142,3493703.0
416,83714282,Slayer Xenicus,563,46958512.0,42348774.0,3286365.0,1.0585967816911375,3478935.412462395
918,83301961,Slayer x Luffy,626,26391753.0,25602278.0,2344511.016,1.4759946987238703,3460485.830715715
861,27730064,Jon Snow KN,627,25357034.0,26529464.0,2335842.0,1.4778812679555529,3452097.1367038344
570,83201249,F A I T H 善,588,40195036.0,35289922.0,2952251.0,1.1644502069109077,3437749.287802934
11,19626853,Legend CöCö,556,98646611.0,101224495.0,3425489.0,,3425489.0
312,63720400,Guam81,557,54284529.0,48734712.0,3409231.0,0.9879779753292353,3409231.0
490,83660407,SlayerˣCous,580,42682917.0,38818309.0,3024606.0,1.113032583073861,3366485.0289606983
654,84623577,Adley H,602,35744603.0,32918202.0,2719353.0,1.2350532333365671,3358545.715233494
931,96181565,Lady Nude,630,28623437.0,25441218.0,2325748.0,1.4404452581692047,3350112.6782965115
522,34359083,YONUS,596,35568465.0,37158883.0,2789389.0039999997,1.1912813869342385,3322947.201384234
435,60297432,CYBele,581,42321536.0,41382321.0,3018691.0,1.0963898757414121,3309662.250391719
855,48439949,BigBlkClock,629,28717047.0,26593975.0,2325791.0,1.4197879878048343,3302130.123944593
744,87137976,Pirate Drughi,616,32263633.0,30055323.0,2505478.0,1.3145643602345303,3293612.0841516904
838,97560016,Ᵽinkie,607,41190423.0,26871832.0,2648691.0,1.2419756422399701,3289609.705820229
478,82856645,SpartaCouilles,587,42777393.0,39913071.0,2967695.0,1.1039124968259841,3276075.597267989
660,85261054,ᴼˢGrupeFrait,608,35528019.0,32823856.0,2632230.0,1.2386221131040196,3260338.2847757936
860,96204830,Brown Sugar KWT,614,37384533.0,26540318.0,2518447.0,1.2930683070835056,3256523.9987695334
612,83311677,Slayer x SooKe,603,36627562.0,34417500.0,2690110.9680000003,1.208763396688064,3251707.6711474964
483,76490131,ᴮᴰNIMROD,576,49079384.0,39464315.0,3057074.0,1.0633915887700902,3250866.7778477347
512,42882386,恒纪元之星,585,49474451.0,37533764.0,2978302.0,1.0733604096769775,3196791.4548617615
946,91434902,PIlyo,633,28546201.0,25271399.0,2205530.0,1.4446072464244213,3186124.620206454
761,68635481,Harald OG,623,33466924.0,29230347.0,2407121.0,1.309414120566374,3151918.227311851
934,83446660,Jablay Pirate,638,27359922.0,25423475.0,2142901.0,1.4622660087096668,3133491.292329954
494,16578265,mustachfarm,606,38524740.0,38535009.0,2682610.0,1.1500886095584821,3085239.20488768
197,9771821,Louylou,573,64795361.0,62848193.0,3068372.0,,3068372.0
686,61460506,BUNNYメID,618,37204702.0,31972198.0,2491901.0,1.2292231220533942,3063102.327067975
335,57922872,ÆTERNALS,582,51028891.0,46498772.0,3004286.588,1.0130786272915744,3043578.5325615276
698,86151634,I Am Brayan,625,34422118.0,31487692.0,2396314.736,1.2678008699034304,3038049.9068632093
1018,93578062,M3llow AMIR,644,29996670.0,24455974.0,2081363.0,1.433953671833987,2984578.1162694027
1037,96200352,DJ 143,653,25393760.0,24296724.0,1970399.0,1.5115862997042657,2978428.1333509856
535,83556524,Slayer Hispania,613,38885595.0,36453272.0,2534563.0,1.1658170226809996,2954836.6904574223
328,62074305,FaustPicaro,589,56936181.0,46919035.0,2942912.0,0.9844733424158609,2942912.0
488,48452348,BOB the FVCKER,609,41618078.0,38852994.0,2620290.0,1.1211966449651565,2937860.35683575
998,96198317,MAMPOS KAU SITU,650,26971332.0,24731024.0,1981627.0,1.4811208277880366,2935029.0226071235
361,65429385,Slayer X Safred,594,47925591.0,45220478.0,2817661.0,1.036021438525475,2919157.202497128
437,5716022,ɴooᴅʟᴇ,601,48012725.0,41297249.0,2720471.0,1.0585800888659465,2879836.4329372304
756,95636110,Trooper Farmer,620,47111617.0,29529872.0,2484564.0,1.1538374575478536,2866783.0088749253
1110,96259184,ㅡLIGHTㅡ,662,25145648.0,22096628.0,1886326.0,1.5115862997042657,2851344.5383759486
772,84472406,Antź,643,31235936.0,28941603.0,2105091.0,1.3447328618633754,2830785.0449128347
482,23205212,GremlinQUEEN,622,39764635.0,39588791.0,2427215.0,1.1303412227113971,2743581.1708834437
1017,96241549,Bl4cK Wid0W,669,26261929.0,24464686.0,1802103.0,1.498471348690222,2700399.712888695
736,28653501,Ru Gaming,647,32374412.0,30209507.0,2033883.0,1.3109516442760603,2666322.263115126
857,64520739,PIRATE vilmos,665,27743855.0,26578992.0,1854592.0,1.436119255638729,2663415.2825535415
1053,84992368,ᴹᴰ Kanako,671,25549047.0,24042507.0,1740426.0,1.5115862997042657,2630804.0972490963
357,73802284,Slayer乂Tweety,612,51703941.0,45387887.0,2586909.0,1.0152371806296867,2626326.199705562
926,85779450,oCcr16,667,29634765.0,25538280.0,1845189.624,1.4220466308343132,2623945.688059633
89,53317858,Oxiurus Maximus,610,80844972.0,77081344.0,2610996.0,,2610996.0
371,58195110,Zenxer,619,46776287.0,44887785.0,2491098.0,1.0444448299708835,2601814.427050808
717,90147351,ProfZebu,654,33785062.0,30734948.0,1946657.0,1.2853428315623556,2502121.6204606807
626,85918614,Princeツ,645,37615281.0,33864342.0,2070821.0,1.204163696149808,2493607.469424641
953,87989436,GweC,673,29152789.0,25227787.0,1732680.0,1.4351553235140062,2486664.925946248
17,2743724,Momma Chode,621,99420779.0,98397389.0,2473664.0,,2473664.0
510,85832280,Pirate Hunter38,640,39289389.0,37590514.0,2136294.0,1.1516948323960843,2460358.7602787605
509,49964501,황신원 of Roseee,639,39831034.0,37593570.0,2137740.0,1.1468564014750462,2451680.803689265
848,76603428,ˢᶦ Rippat,675,27621837.0,26708515.0,1706699.0,1.4359938719294474,2450809.305228116
1057,84469048,Giock,682,26696143.0,23974930.0,1631578.0,1.499468119164101,2446499.1949295257
422,38895906,Pro RoK,632,43470149.0,42010685.0,2238382.0,1.0837287377070388,2425798.899366157
866,64059118,Slayer x kentru,678,27401387.0,26421199.0,1671853.0,1.4445230328604457,2415030.1660568346
543,79819283,SlayerₓGANJA,648,37002223.0,36199949.0,2029015.0,1.1865030234877765,2407432.432202051
734,76153330,slayerxCROSFIRE,668,32369530.0,30238305.0,1829277.0,1.3106268450856582,2397499.5432977574
902,78939625,AgentCarterRN,680,27655871.0,25914472.0,1640700.0,1.448794598741587,2377037.2981553217
1046,79935816,BoUnCeR61,687,26987848.0,24108902.0,1582455.0,1.491853621437241,2360791.2225114694
443,55567655,Parrot Equuleus,637,43990134.0,41094994.0,2162898.0,1.0864912974470056,2349969.8542655334
916,92573671,Slayer Azzahra,681,29308118.0,25608864.0,1637501.0,1.4262570133288088,2335497.2855829378
599,66006431,RichCupcake,655,37236164.0,34910523.0,1943910.0,1.1972172065267983,2327282.4999395083
341,69199791,Slayer x badboy,631,49755441.0,46327905.0,2263535.0,1.020333116467452,2309559.720783154
407,45486740,Slayer X NOBITA,636,45870424.0,42849087.0,2170909.0,1.0622782167393214,2306109.3412233437
370,34869648,Funtôme Sakura,635,46951441.0,44958529.0,2201504.0,1.0430225111425822,2296218.230370439
408,39976329,kokoroo OG,642,42777826.0,42718898.0,2118321.0,1.0836184715755421,2295451.764326374
572,83307848,SlayerˣAdragar,659,36612405.0,35260140.0,1911648.0,1.2000553760172317,2294083.459452589
340,76218406,xpad,634,50463113.0,46352904.0,2202353.0,1.016616717509979,2238948.8776582545
534,84652781,ᵛⁿDVHⁿᵛ,661,38192744.0,36486792.0,1894182.0,1.1720602899088803,2220095.5040601827
565,69665867,Queen jail,664,37008820.0,35401402.0,1856275.4119999998,1.1945105272503893,2217340.521110053
417,62017843,尺V AsiF,646,44628226.0,42283760.0,2060109.0,1.0740000923549478,2212557.256261259
460,71363203,PIRATE x MAUNG,649,43307683.0,40408406.0,2007618.836,1.0963004411256614,2200953.4155189865
705,55587705,MBDB,670,35814378.0,31269528.0,1747203.0,1.2535150808546756,2190145.309814532
425,58615587,Bangᴿⱽ,652,42872769.0,41794378.0,1973072.0,1.089444390729064,2149552.222904576
719,75577618,Slayer ˣ The0,683,31181590.0,30692601.0,1621174.0,1.32068777078537,2141064.6761152013
278,33738298,Tesssssss,641,56407500.0,52971299.0,2121591.0,,2121591.0
423,73670637,Y Amlak K,657,43492364.0,41879367.0,1928852.0,1.0844872279341773,2091815.3585752938
750,11963714,PIRATE Zebu,686,32382089.0,29831397.0,1584354.0,1.3160097313266363,2085025.2818662815
623,79837494,ᴾᴿᴼシ F1,674,36558279.0,33986598.0,1714194.936,1.2141313789601034,2081257.8614521062
611,84863879,Chipi2021,672,38221667.0,34440297.0,1739475.0,1.191944673443333,2073357.9608378417
697,95668784,Changé 嫦娥,685,35849589.0,31492268.0,1616608.0,1.2504407464464724,2021472.5142313389
774,22967631,Pirate Bellamy,692,30617359.0,28826791.0,1489104.0,1.3554654705785114,2018429.0541003437
900,90920459,Mutaseeem,697,29365498.0,25927461.0,1401587.0,1.4200832713064808,1990370.2519806365
627,83563824,ᴾᵁ Dreams,679,37545088.0,33773132.0,1648740.2959999999,1.2058651988401252,1988158.5448717668
78,53734445,Barbosah,651,80791948.0,78606358.0,1975208.0,,1975208.0
1207,96238368,M3llow Blawb,708,20829793.0,17305271.0,1301712.0,1.5115862997042657,1967650.0253606392
441,68627238,G҉a҉r҉i҉p҉,663,50740842.0,41153229.0,1884840.0,1.0431141727794802,1966103.3174216754
330,17502418,PIRATE  BIICHO,656,50640911.0,46758287.0,1935176.0,1.0137121692273388,1961711.4607966845
703,84934733,Little Jūles,689,33672418.0,31338553.0,1531481.0,1.2790667269351448,1958866.3900333624
822,70821752,Dybala junior,706,25708264.0,27256425.0,1325503.0,1.4591432615457678,1934098.7706086999
299,40823396,axiaKing ツ OG,658,52360124.0,50087530.0,1914136.0,,1914136.0
110,10154350,Pochemuchka,660,76393239.0,74367049.0,1908960.0,,1908960.0
379,38390141,Irélia Rx,666,49537740.0,44595797.0,1851446.0,1.0306020403225788,1908104.0251470774
850,82428994,sᴿ Mentum,705,30533649.0,26674855.0,1336499.0,1.389451458170358,1857000.4843932255
641,79083099,BENORAN,690,36587316.0,33585708.0,1516581.0,1.2181737718605263,1847459.1971020089
873,96244148,Jagermiester,709,26360242.0,26295596.0,1250034.0,1.4644700494201697,1830637.3537568923
410,79756107,Heo Bé Ba,676,43914246.0,42609892.0,1695108.0,1.076596572856668,1824947.4634219208
763,71224394,ScReamOuS,700,32176677.0,29167579.0,1373272.0,1.3280809675707923,1823816.406497877
382,21494429,eagle tr,677,44239045.0,44242925.0,1687434.0,1.0637838475372967,1795065.0329852507
531,49219204,Hoa Queen,688,39302929.0,36673350.0,1546030.0,1.1598968982784164,1793235.40164538
1029,96593085,M3llow TNT,714,28247343.0,24351621.0,1220121.0,1.4654545655629678,1788031.8899892538
617,4445859,not ryn,695,34436603.0,34217731.0,1439705.0,1.235150035272381,1778251.6815318232
885,82052885,Pirate Kyy,717,28555328.0,26099803.0,1198858.0,1.4305876005953233,1715071.389674508
661,61647508,Oddᵗᵘᵍᵃ,704,32707454.0,32812636.0,1346584.0,1.2726501273093975,1713730.2990327978
528,61109803,AdolfфStalin,693,40182825.0,36857650.0,1460493.0,1.1502603356907217,1679947.1684539493
1095,96246071,M3llow Thinker,720,26187411.0,22780653.0,1107726.0,1.5115862997042657,1674423.4454262075
517,63115280,Lýnx Farm Boss,694,41891448.0,37383683.0,1451642.0,1.1309932972368124,1641797.3719874409
898,76319094,PolarT,719,27888547.0,25981734.0,1125848.0,1.4437179158217277,1625406.9280920604
609,85880212,N A I F 个,703,37159509.0,34465825.0,1350280.0,1.202634586532874,1623893.4295036092
130,27960822,TabZkie,684,73934267.0,72185139.0,1618575.0,,1618575.0
640,79607276,Slayer X Erica,707,36690487.0,33586261.0,1321698.0,1.2170417338790147,1608561.6255844259
725,83318918,Slayer aBo Rwan,711,33879083.0,30399003.0,1244495.0,1.2884675527359244,1603491.4270420943
700,84899781,LUKMAN CAVA,715,34157089.0,31421030.0,1202350.0,1.2719246535690725,1529298.6072187743
652,96055460,M3llow Poro,712,36585914.0,32973301.0,1242987.0,1.2249440643955398,1522589.547770819
472,34601789,FLOPO,702,40937735.0,40068899.0,1353647.004,1.1169211353223993,1511916.9485334444
666,16519446,THUG  القرم,713,37416915.0,32643709.0,1235612.0,1.2194044109018367,1506710.7229632402
244,47257003,C h i K a,691,62531981.0,57943877.0,1499390.0,,1499390.0
881,84483050,Z3roCooL,722,28778515.0,26127964.0,1049913.32,1.4264302293449589,1497628.0978399273
473,60891605,miss u wim,699,44908732.0,40031764.0,1373564.0,1.0875090470394813,1493763.276687738
358,71318742,JustFocusTheKVK,696,47483138.0,45331667.0,1410112.0,1.037873637789689,1463518.0711308941
431,29137686,viddik,701,46735928.0,41567874.0,1361228.0,1.0649199598699721,1449598.8671338824
162,16891821,Alotta Fagina,698,71305225.0,68399585.0,1396402.104,,1396402.104
541,46217069,Khaled Ben Wali,718,36888668.0,36247801.0,1165183.0,1.187160207007988,1383258.8914821886
1009,83664660,G v B,731,28738001.0,24550731.0,922154.0,1.453590297370557,1340434.1070814487
1112,96233893,Babelou,734,25394165.0,22008672.0,870756.0,1.5115862997042657,1316222.8399852875
993,84482307,Jackosville,733,27803710.0,24786907.0,893286.0,1.465599149986776,1309199.2022950873
712,56567751,piratepunisher,727,32144569.0,30965478.0,981825.0,1.3038555847989477,1280158.0095452268
353,97102262,Small SupDup,710,49557902.0,45680633.0,1246136.0,1.024713641025791,1276932.557773315
994,84496079,popie the great,735,27573162.0,24779402.0,851212.0,1.469732709506057,1251054.1191240698
592,83552022,Salao Pablitox,723,37121969.0,34997604.0,1029207.0,1.1974968882089212,1232472.179822839
798,90084857,SlayerˣTjoho,730,36002809.0,27827649.0,937684.0,1.2943054715488547,1213649.5317838162
111,96196248,Dotsawnt,716,79026717.0,74365111.0,1200168.0,,1200168.0
526,60222813,Mighty Ares OG,726,38262180.0,36998000.0,1010475.0,1.1665556832588524,1178775.354040989
851,59951634,Red Hulk Smash,738,28945934.0,26666831.0,817446.0,1.4148732461550038,1156582.475576423
561,62770125,مصعب المهاجر,729,38246426.0,35461509.0,968299.0,1.1814869894672457,1144032.6704141446
775,84061546,Moustfa,740,31045529.0,28795753.0,811763.0,1.3496282401532065,1095578.2691114873
986,82284361,QuȺcksilver,749,28601422.0,24873446.0,735700.0,1.4504173345271174,1067072.0330116004
308,77544243,Slayer X ORHAN,721,51316597.0,49163452.0,1056877.0,0.9991188200666035,1056877.0
836,85790011,Reaperメ,748,29414111.0,26893916.0,747084.0,1.4036787679579612,1048665.9486811054
323,34358347,ヅIsmail 义,725,49516931.0,47518568.0,1020985.0,1.015518067041684,1036828.7136785536
882,91433759,Moonraiser 2,750,30590251.0,26125553.0,735321.0,1.3971979010376177,1027388.9577888821
310,9775721,乄Daver乄,724,51220455.0,48820406.0,1023879.0,1.0011246963100393,1025030.5529332267
741,84489261,busdriver01,742,32223470.0,30146054.0,779361.0,1.3138728488955356,1023981.2573880735
867,96549640,〤MôSsMô〤,747,32575488.0,26401795.0,750223.0,1.3624048098839536,1022107.4236855693
475,38997259,サイタマ one punch,732,40883757.0,40021341.0,894415.0,1.1177265071523472,999711.3538946667
149,13373896,User 21,728,69502902.0,69251032.0,976233.0,,976233.0
568,67663968,Tôn Vủ,739,37732415.0,35300677.0,813784.0,1.1881968217937435,966935.5624265998
630,71841266,火 Z E Y Z,741,36205766.0,33752019.0,784549.0,1.2205339427237936,957568.6842300096
614,88367615,Lan Thương,743,37154288.0,34386021.0,777547.0,1.2035260476503256,935798.0677723677
669,85229521,Nuạnoi,751,32723214.0,32473728.0,720750.0,1.276712099665684,920190.2458340417
732,62548492,Slayer Almada,753,30844780.0,30252787.0,689292.0,1.3315587502105575,917832.7940501355
377,72346203,Mrpoppoybutthol,736,44976716.0,44730550.0,845439.0,1.0561270192007433,892890.9709860572
359,23041197,DaBanker jr,737,47453675.0,45288574.0,842233.0,1.0382816478404493,874475.0671056052
527,55094256,Tsunade  Dealer,745,40995215.0,36939705.0,755633.0,1.1423941554053858,863230.722831438
930,95677955,Ryoujii,759,31656567.0,25459268.0,618880.0,1.3909013949593643,860801.0553124513
689,65107216,SlayerX Blablaa,754,33739865.0,31865044.0,670754.0,1.271590132101066,852924.1674673185
1066,95676768,Mr Kiraln,765,25995527.0,23840023.0,548631.0,1.5115862997042657,829303.1031930511
945,70615113,Dod 1,764,25709982.0,25297362.0,554844.0,1.4934481520971474,828630.7465021897
474,37461942,Boemen,744,45041562.0,40024289.0,761065.0,1.0866266970278398,826993.5471734928
735,27364120,BokutoTW,758,31205650.0,30224820.0,620172.0,1.3268709650276338,822888.2201231177
692,6432716,Not RK,757,32301200.0,31697434.0,633884.0,1.2921035417387134,819043.7614515027
284,62608636,BassPirateRed,746,54195128.0,52004091.0,752861.0,,752861.0
497,51213820,AMNA CASB,755,38899803.0,38374900.0,651621.0,1.1481801020199032,748178.2662583113
785,79394174,CisiliA JR,766,31363875.0,28135955.0,548540.0,1.354643427254123,743076.1055859766
864,68734401,Kayy00,768,30902188.0,26474546.0,527528.552,1.386827618725932,731591.1655800991
875,84981994,SLAYERxVëdgë,769,29802400.0,26256576.0,519042.0,1.4076678701650391,730638.7466662022
569,66144116,NjörD Farm,761,36448331.0,35290640.0,597974.0,1.2014466380902686,718433.8519653903
1020,89179743,Pirate Desrt,773,26117808.0,24431062.0,474591.0,1.5016645845133687,712676.4968287841
178,19036336,ll Taiga ll,752,69028005.0,66489665.0,706631.0,,706631.0
638,84468847,ᴰᴴWidoW,763,35472563.0,33603724.0,560084.0,1.2303572303545303,689103.3990058867
788,74240206,Harryslad,771,30628223.0,28037203.0,495633.0,1.367086595136474,677573.230407276
1060,61901644,Saddam68,779,26558930.0,23935667.0,445209.008,1.5026415651724847,668989.5606100092
789,83321029,AlbabtooˣSalyr,770,33921711.0,28036222.0,506272.0,1.319529155889699,668040.6648105897
190,13371305,Explosive Skull,756,62116231.0,63618052.0,639963.0,,639963.0
354,43133759,SEMRUK,760,50197217.0,45657499.0,616987.824,1.0215084289319145,630258.2627643606
721,56131025,Åmmōnïå,774,31092765.0,30595679.0,468461.0,1.323267098296259,619899.0281349638
967,77220907,Pirate Wind,783,25255737.0,25055648.0,409456.0,1.5059462874503806,616618.743074283
759,89617826,GeasLite,775,32851373.0,29253183.0,456836.0,1.3175068958926262,601884.5802920038
205,62289360,么 Explech 么,762,63611431.0,62161545.0,596201.0,,596201.0
440,12529038,Wiggly lou,767,42633981.0,41234862.0,538300.0,1.0951862851457246,589538.7772939436
1023,95486999,ツLeGeND SiTA,786,26442080.0,24407101.0,384412.184,1.4962751681541706,575186.405255112
752,53399282,Memorize 150421,782,31916827.0,29808543.0,426473.0,1.3227533000769809,564118.5681437303
649,60304697,Slayer X Jixco,778,34247333.0,33299077.0,446783.0,1.2480191011827264,557593.718083722
874,96616712,Trooper Aomlove,785,28807401.0,26262290.0,390877.0,1.423743134241958,556508.4450830938
651,91606916,Slayer X BTK,780,34604874.0,33079914.0,434604.0,1.2463890121510917,541685.650236913
605,84881332,UmayKhan,777,36645290.0,34678777.0,447750.0,1.2058034180332262,539898.480424377
506,75075936,Slayer Zain,772,47707551.0,37866075.0,490772.0,1.0830855466803309,531548.0599153993
634,78593770,Fatima Azahra,781,37844308.0,33699551.0,428731.0,1.2034887820574216,515972.9490202604
446,23038649,Byxoy Batya,776,42545361.0,41072585.0,456504.0,1.0970189253195957,500793.5274840967
1094,95544761,A7 fold f2P,792,25099714.0,22783091.0,325358.0,1.5115862997042657,491806.6952991805
604,63495915,Pirate TanteJiN,784,37419335.0,34715982.0,407037.0,1.197334461008797,487359.4270056377
1048,95667863,Small Mitsuki,796,26337456.0,24084580.0,309852.0,1.5039491691085285,466001.6579466158
832,77762406,Doggytanian,791,29429835.0,26991522.0,330221.0,1.4018712849358423,462927.3375827988
779,81531635,LUKMAN ARCHER,789,31508678.0,28539595.0,336346.0,1.3466096692554104,452926.7758153803
768,77645158,BankOfRisk人,790,31350025.0,28996878.0,334944.0,1.3422835137201692,449589.80921948835
834,84578178,Pseudonymmm,795,29219042.0,26975974.0,310052.0,1.4054859913024458,435773.7425753059
706,83529205,Mikhæl,794,32589577.0,31266780.0,315405.0,1.2939657003221254,408123.2517101
519,15888946,CallMeTea1,788,37869083.0,37238406.0,340658.0,1.1679939980325487,397886.49938177195
582,75316554,Sartorial Man,793,33060696.0,35098279.0,317408.0,1.240852565670552,393856.5311643586
366,14739629,ItsAki III,787,46801344.0,45126392.0,375772.0,1.0429201348915487,391900.18492846703
676,95677486,baby Robobo,797,38543644.0,32198131.0,300319.0,1.2120088015575936,363989.271274975
516,79282837,Bitasuka,798,40250055.0,37400358.0,293826.0,1.1448735318819787,336393.61037875427
595,70504681,OG SN0WMAN,799,44129462.0,34978611.0,287894.0,1.1323897187511505,326008.2056901437
754,49691603,Pirate of Death,800,36143469.0,29585618.0,284694.0,,284694.0
1024,95676053,Trooper 尺ひﾉ,801,29254441.0,24406266.0,283162.0,,283162.0
694,76058615,LYN ZERO,802,33217001.0,31565951.0,279047.0,,279047.0
514,18881145,Apocó,803,44812888.0,37465999.0,272374.0,,272374.0
837,68350663,IchigoF1,804,27992367.0,26873028.0,267586.0,,267586.0
1042,96004591,M3llow Set,805,27449665.0,24195328.0,259342.0,,259342.0
949,96165300,Jerooooo,806,28353285.0,25246530.0,255417.0,,255417.0
1033,76771772,ṩĶÿ ễ,807,27316897.0,24313471.0,246996.0,,246996.0
960,95822497,slayerX Qqueen,808,27713801.0,25101720.0,239891.0,,239891.0
1096,96224409,Pirate Arcane,809,26995776.0,22753563.0,235695.0,,235695.0
1041,96007827,RikoSaikawa,810,25464857.0,24198178.0,232565.0,,232565.0
883,3909496,ItsAki IV,811,27470382.0,26121112.0,227798.0,,227798.0
518,63918303,GroundZilla,812,39374876.0,37346648.0,222435.372,,222435.372
963,87481833,Duckinpirates,813,30106144.0,25072793.0,211032.56399999998,,211032.56399999998
380,63790695,BaxeN,814,49701018.0,44380064.0,210178.0,,210178.0
810,89303794,busdriver02,815,30405790.0,27446025.0,205672.0,,205672.0
571,84039013,ヤGetLost,816,35998716.0,35272830.0,191170.0,,191170.0
701,80858495,Slayer ROSE,817,33231445.0,31389843.0,188898.0,,188898.0
673,65094873,PirateLapu2x,818,36070624.0,32302774.0,179711.0,,179711.0
869,62988416,Pirate Begal,819,26206539.0,26352297.0,179196.0,,179196.0
567,63636671,RichCheese,820,37630780.0,35341619.0,164316.0,,164316.0
344,20528847,Schylur,821,47714897.0,46173124.0,153698.0,,153698.0
1072,84993931,ᴹᴰSoma,822,24409650.0,23713853.0,151373.0,,151373.0
648,62903562,Kvitravn Q,823,34932834.0,33328103.0,151116.0,,151116.0
1030,96299025,paul04,824,28130475.0,24344572.0,149391.0,,149391.0
677,23947755,Old Theory,825,34719541.0,32177200.0,145208.0,,145208.0
951,96101018,xMalcom,826,25907030.0,25233168.0,139084.0,,139084.0
552,72502696,ヤ DarkHadi,827,36766818.0,35920946.0,131463.0,,131463.0
903,68019444,BlēstFoodz,828,28066238.0,25877425.0,130494.0,,130494.0
824,73461895,Queen Tigro,829,28163398.0,27186333.0,126106.0,,126106.0
1152,98091482,ㅤPirate  Peace,830,25397121.0,20107332.0,115812.0,,115812.0
1061,95492445,Pirate Scarlett,831,25291223.0,23917527.0,109699.0,,109699.0
444,21257492,FarmingBubbles,832,41685565.0,41084689.0,108764.0,,108764.0
14,85009635,VonLohengramm,833,100564617.0,99591817.0,108438.0,,108438.0
496,63082694,모조 Mojo M,834,36845707.0,38387880.0,108340.0,,108340.0
479,41855461,TheTrueFarmer,835,41144326.0,39873820.0,103578.0,,103578.0
924,69070665,JonnyKr 爺 2,836,27199879.0,25549322.0,101323.0,,101323.0
1012,96287173,M3llow ZooTeR,837,28331016.0,24508373.0,100252.0,,100252.0
508,84425529,ᴹᴰAken,838,43475115.0,37653024.0,99391.0,,99391.0
842,36769449,jedifarm,839,25764473.0,26822728.0,96322.0,,96322.0
48,17742942,sh3rl0ck,840,84231342.0,83316528.0,87554.0,,87554.0
819,86570708,ロストチャイルド,841,30538941.0,27317394.0,82162.0,,82162.0
704,54234687,SoujiroLEE,842,31917115.0,31328035.0,76918.0,,76918.0
791,79488330,ᴰᵀVƯƠNG,843,32546692.0,28015606.0,76409.0,,76409.0
815,85942663,チュパ,844,30724069.0,27386970.0,75684.0,,75684.0
955,96577092,Shahrivar,845,28227781.0,25173171.0,70081.0,,70081.0
981,63706408,TinyTifa2,846,25918667.0,24936452.0,66588.0,,66588.0
672,5091253,NotSpicyMikee,847,32419892.0,32323776.0,57774.0,,57774.0
409,55584994,RunnerD,848,44289858.0,42705222.0,57728.0,,57728.0
1026,58839227,HEathens,849,25757283.0,24375497.0,57286.0,,57286.0
711,86290332,SM Jupiter 98,850,33527708.0,31049828.0,56358.0,,56358.0
587,73495285,PICCO Farm,851,36690315.0,35063310.0,54160.0,,54160.0
888,58351719,M3llow Choncc,852,27404840.0,26058808.0,53891.0,,53891.0
939,73993251,Valkixo,853,25896849.0,25364653.0,50722.0,,50722.0
613,20619443,xM3llow KiNg,854,35564671.0,34407281.0,49488.0,,49488.0
760,1097477,HISPAN0,855,29936182.0,29232307.0,48162.0,,48162.0
892,95676757,亗 Solo Igris,856,29118375.0,26033615.0,46574.0,,46574.0
800,66424168,Guan Chau 2,857,29717622.0,27793716.0,46118.0,,46118.0
809,70764354,Pirate Nemo,858,29468161.0,27463318.0,45978.0,,45978.0
884,35820841,iKingRagnarr,859,28327234.0,26104396.0,44882.0,,44882.0
737,88010657,LegendsNevaDie,860,31118543.0,30205719.0,43464.0,,43464.0
872,12971479,CallMeTea2,861,27039468.0,26316570.0,42738.0,,42738.0
1067,96410358,TeMeHb,862,27138736.0,23819263.0,41754.0,,41754.0
952,80959999,彡1 Angel ヅ,863,27366694.0,25228753.0,40198.0,,40198.0
859,60303728,AhBengKoh,864,28009884.0,26562371.0,39926.0,,39926.0
439,62763532,Aquilasia,865,42901883.0,41242102.0,35122.0,,35122.0
688,85461302,Atyaf H,866,33932299.0,31940287.0,34136.0,,34136.0
896,73884186,Haniyasu G,867,26870979.0,25991199.0,27824.0,,27824.0
653,79799254,KillerXLeonidas,868,32982442.0,32967542.0,26818.0,,26818.0
576,68737021,Castle Black69,869,37535974.0,35187756.0,25408.0,,25408.0
275,15114224,PRADA013,870,57963695.0,54232735.0,24914.0,,24914.0
908,80257931,Pirate Sage,871,28389454.0,25765123.0,22041.0,,22041.0
846,66190912,Nighty Fury,872,27186495.0,26791023.0,21646.0,,21646.0
687,64319584,Lýnx Boss Farm,873,33792398.0,31944389.0,20012.0,,20012.0
905,22274656,BoosShakeShack,874,26523301.0,25853697.0,17496.0,,17496.0
740,83345137,Leo 0,875,30923137.0,30178220.0,16992.0,,16992.0
954,92688471,KOLAYMAUNG,876,29147294.0,25219030.0,15538.0,,15538.0
917,45187068,M3llow Shawarma,877,26695991.0,25603519.0,15316.0,,15316.0
891,84993930,ManiLAPIRATES,878,27375895.0,26035153.0,14788.0,,14788.0
906,96217658,Jounin Rey Vago,879,27751772.0,25833402.0,14720.0,,14720.0
749,36594863,ナハト ファウスト,880,32435113.0,29908544.0,14430.0,,14430.0
