,Governor ID,Name,Ranking,Power,PreKVK Power,KVK Contrib,Scaler_Down,Scaled Score
637,95560188,愛麗絲Alíce,330,40137527.0,33617741.0,8466723.0,1.1810214047854808,9999381.09138954
691,69967186,乂TekasHI乂,354,32454704.0,31739347.0,7746794.116,1.2895579460504325,9989939.908704536
550,66817290,Legend SabaT,325,39635928.0,36019581.0,8577567.0,1.162862061679732,9974527.245816033
217,37756270,۞Lissa۞,286,57701572.0,60846251.0,9888918.0,,9888918.0
397,63627672,XyouX,312,40714550.0,43381199.0,9028638.0,1.0935405013547363,9873181.325070424
596,77846662,Wings of rss,341,36653990.0,34962596.0,8206215.0,1.2027262030521468,9869829.808379574
442,62687626,Callysta34,317,40923787.0,41100411.0,8846554.6,1.1089824255709417,9810673.578253772
555,86176618,ReindeerGames,344,36677370.0,35787543.0,8140410.044,1.1939514627326029,9719254.479276972
912,92123052,DaCura,400,25466602.0,25669280.0,6510956.0,1.4911565174124362,9708854.473985605
283,95681780,ッNoLubeTheFvckr,288,62060700.0,52262391.0,9676370.0,,9676370.0
307,57177740,Z theFvcker,289,52056447.0,49295934.0,9663131.0,0.995204955948108,9663131.0
485,83068025,乛ᴷᴳ김사나暁,321,42101805.0,39130812.0,8663197.056,1.115137348087011,9660654.59098304
137,70857667,Atreus591,290,75239562.0,71587912.0,9622217.0,,9622217.0
899,96216683,SlayerˣPosty,399,26022824.0,25932655.0,6513875.0,1.4766706134866494,9618847.792425347
405,63871718,Hhh2,318,40804695.0,42954568.0,8767285.0,1.095985030652598,9608813.119465062
12,16908012,暗 Winter,291,102412019.0,101142555.0,9571639.0,,9571639.0
253,61918448,CRAZY HAPIT,292,53291708.0,56420743.0,9570911.624,,9570911.624
813,96547985,〤Amskit〤,381,32636532.0,27428087.0,7096349.0,1.346371990408275,9554325.527761772
292,62853017,Capn Toph,293,53483672.0,50711411.0,9552050.0,,9552050.0
23,17376374,暗 Moises P,294,89122802.0,91007610.0,9545973.0,,9545973.0
218,32601257,lunav,295,59607799.0,60806011.0,9529020.0,,9529020.0
364,75397619,火Karamag火,308,46610371.0,45162857.0,9126345.0,1.0438122211927554,9526190.445821397
1200,96293177,Bobopudge,412,21097457.0,17508619.0,6293663.0,1.5115862997042657,9513414.765755648
718,66374084,M3llow Pe㋛rs,375,31925830.0,30734884.0,7238608.0,1.3099094617546114,9481921.109132625
667,60141103,Talivan MX,376,30576369.0,32584291.0,7237971.0,1.3031783729787234,9432367.271447184
276,62720594,Pat kingllll,297,56296563.0,54086459.0,9418723.0,,9418723.0
620,87426831,Jöss īī,358,35168787.0,34168309.0,7662547.0,1.2274242846148038,9405196.269802311
171,12971051,MUshO,300,65275261.0,67311718.0,9357885.0,,9357885.0
1159,9570341,jedijason123,418,19583193.0,19583193.0,6187935.0,1.5115862997042657,9353597.769460516
172,17256004,Jessy Jr,301,66586051.0,67306755.0,9315987.0,,9315987.0
562,71406414,Kraken Paris,361,34791632.0,35454050.0,7638923.0,1.2173804235747503,9299475.317394903
811,95677291,亗 Mezy,396,29097430.0,27438037.0,6641045.0,1.400056266784378,9297836.67024706
769,96219972,Craneokid,377,35431921.0,28984095.0,7222988.0,1.2866834231945152,9293698.925532905
118,20462120,IamGilbo,302,76775634.0,73821205.0,9280046.0,,9280046.0
269,67145172,Sol InvictuS,303,56640884.0,54985631.0,9267076.0,,9267076.0
797,56668188,Pirate Solo,395,29189726.0,27853668.0,6656147.432,1.3920371113936958,9265604.244251845
329,56316995,Wings of Lib,310,49641080.0,46873938.0,9090830.0,1.0181343432443901,9255686.2315964
696,63354285,乂JØN GØD乂,374,33570002.0,31520583.0,7240028.016,1.278057191756083,9253169.874364326
829,96188922,PrZBeeblebrox,394,30820621.0,27014217.0,6705994.36,1.3797373914913398,9252511.165622037
95,69545360,Louie13,304,75509060.0,75669219.0,9243882.0,,9243882.0
544,67130734,Pirate R4J44,355,36281236.0,36198360.0,7733568.0,1.1938015241198874,9232345.26528479
542,63478483,Pirate Zapp,360,35059080.0,36233217.0,7647150.0,1.2061392362883359,9223527.660782348
990,85349703,Legend Hades21,425,25954526.0,24822788.0,6136703.0,1.4975623342526867,9190095.269295465
730,84084376,SlayerˣSophieM,397,27110688.0,30299672.0,6619302.0,1.3863044557514326,9176367.856564369
893,84483508,511 pirate,415,25743388.0,26030929.0,6199490.004,1.4798534964827776,9174336.958829429
419,63900101,A7X fold,327,44845111.0,42098033.0,8529873.0,1.0737927731484067,9159315.983273719
44,20533430,Irenerene,305,79586945.0,83995127.0,9145709.0,,9145709.0
115,21464078,Dᵘcᵏ Marley,307,71563034.0,73993186.0,9135189.0,,9135189.0
326,63896422,ABØ AŁ HASSAN,316,49234426.0,47038211.0,8938727.0,1.0193656856179345,9111831.576906543
169,27737243,Hopesyy,311,70206878.0,67542150.0,9040027.0,,9040027.0
219,29587991,HAYzOM,313,62742524.0,60636478.0,9013029.0,,9013029.0
1241,96471500,Psychologyst,431,14399511.0,15293387.0,5959727.0,1.5115862997042657,9008641.683177605
656,56911574,Ahok OG,379,35064899.0,32905112.0,7153846.0,1.243049695867835,8892586.094585327
577,96569933,义Pillow义,356,41423936.0,35155128.0,7687986.0,1.1544009923479865,8875018.667557428
327,52435883,1P FOX,319,51102230.0,46938230.0,8721555.0,1.0105719909059827,8813759.200146029
79,26291665,Twiceborn two,320,69992556.0,78516484.0,8675250.0,,8675250.0
106,11904784,PERSAIN,322,73438436.0,74764584.0,8649219.0,,8649219.0
578,78804129,乇mperor卩nus,371,38290222.0,35153377.0,7287880.776000001,1.1840991909474996,8629573.730583437
657,70132784,火 FUEGOLEON,387,36043401.0,32887516.0,6944029.0,1.232001754497003,8555055.911278069
722,85773434,We7ed Evilメ,398,32985716.0,30450631.0,6554276.568,1.2995062734017033,8517323.517725786
281,37112672,Yavuz EVIL,331,54973829.0,52389784.0,8460491.952,,8460491.952
471,67180833,KinG 2020,363,40604133.0,40070930.0,7547494.0,1.1195601201967187,8449873.289824013
427,81744680,Imperator Venum,350,46765087.0,41717699.0,7924242.544,1.0637786576700023,8429640.096507844
127,21090207,Alex18Croatia,332,70109778.0,72486339.0,8410785.0,,8410785.0
223,63894724,Ringo X,334,55439733.0,59599294.0,8375517.0,,8375517.0
160,12358600,JēliBēคN,335,65752228.0,68644650.0,8352316.004,,8352316.004
243,63179189,Konstantinos Ma,336,60237075.0,57948253.0,8337425.024,,8337425.024
728,84468452,Dr Bruce,411,31580939.0,30337780.0,6307550.0,1.3200713740178496,8326416.195186287
715,80343055,M3llowSlice,409,31225580.0,30919011.0,6318246.372,1.3169561262888412,8320853.267007645
337,67195299,Pir8IrenêAdler,346,48475903.0,46375215.0,8102412.0,1.026757373802086,8319211.266582508
165,64023189,Slayer X Shadow,337,65953934.0,68030333.0,8310894.0,,8310894.0
639,75712086,PIRATE BARBAROS,389,38367575.0,33586498.0,6930200.0,1.1992089112214397,8310757.596546821
362,16353531,ItsAki II,349,46107524.0,45200182.0,7934790.0,1.046523902673788,8303947.397696947
314,63858590,AngelOfImpurity,342,50117361.0,48413642.0,8196676.0,1.0082070813061808,8263946.78637242
560,76050609,Pirate D waow,390,36805756.0,35495808.0,6908905.0,1.1956239524518417,8260452.303214291
225,73901502,o POMPEY o,343,62520607.0,59203177.0,8184009.0,,8184009.0
489,74585022,ᴹᴬᴸer OG,380,38406876.0,38842372.0,7121349.0,1.148405470673899,8178196.150178101
93,12182229,YouGotCrabs,345,75962359.0,75992534.0,8128498.484,,8128498.484
598,78823033,MrBANvn1st,392,37449741.0,34938499.0,6758159.0,1.1947354884334092,8074212.39377564
709,44986862,SAYUR KÖL,416,32269361.0,31104453.0,6194565.0,1.3003367377915662,8055020.4441378135
259,63573884,LITTLE Jon,347,57531126.0,55913820.0,8036185.0,,8036185.0
264,53702653,Danrif 冬,348,55625586.0,55353384.0,8013487.0,,8013487.0
671,80223445,Slayer 乂 Yput,419,31144278.0,32427060.0,6174643.0,1.2977184551176766,8012948.1748631755
554,66408786,Eriegums,401,34363068.0,35847951.0,6506322.0,1.2177586949021193,7923130.187332947
147,48281776,Candyrain,351,70734478.0,69561893.0,7853147.0,,7853147.0
1022,95681157,Mr Ǥuss,458,24928532.0,24422794.0,5185413.0,1.5115862997042657,7838199.249108396
702,80207342,WaterM3llow,428,31981853.0,31358008.0,6023296.032000001,1.300788252805885,7835032.721597901
619,66765325,ツĀV㋛ŤĀŔ,407,34474051.0,34175343.0,6337680.0,1.235206497944025,7828343.517889888
170,25534380,artemɪsɪa,352,66000750.0,67360652.0,7818104.0,,7818104.0
678,15570213,Laffty,423,33869770.0,32176650.0,6154704.076,1.2661137916919447,7792555.714406228
679,81439535,LOKI123,424,33982006.0,32169946.0,6147845.0,1.2648150273295937,7775886.7416931065
414,52710496,Zea OG,372,46281542.0,42392791.0,7278445.0,1.062563777183699,7733812.011223809
297,62189019,ChongChong84,357,53953978.0,50343013.0,7677848.0,,7677848.0
210,53474171,Ahmad 81,359,64772084.0,61609173.0,7654471.0,,7654471.0
636,82308267,M3llow bsunny,417,35297657.0,33667818.0,6192152.004,1.2316101763713028,7626317.421764355
406,61954227,Lazy Dark,373,47674520.0,42939306.0,7251379.0,1.0506333354027986,7618540.50503981
252,62326004,HarukoHanada,362,55043812.0,56507891.0,7615813.0,,7615813.0
404,63951987,R4j44,384,43687199.0,42982810.0,7045641.0,1.0756165817617966,7578408.288740766
450,84895741,LUKMANHAKIM,393,39277772.0,40825403.0,6714402.0,1.1241732965732585,7548151.43085808
468,91393098,Míck Dundee,386,47391651.0,40128912.0,7003836.0,1.069984567260226,7493996.431621592
338,79819300,メDorukメ,366,59805247.0,46364451.0,7480399.0,0.9751668699115209,7480399.0
399,16272006,Pirateᴀᴄᴇ,382,46886877.0,43161046.0,7080139.0,1.0540458656468403,7462791.241154955
603,95678089,KAOZ the FVCKER,410,39053320.0,34760337.0,6316595.0,1.180447972439148,7456411.76046926
143,10882519,Duᶜᵏ Peachy,367,71954523.0,70758688.0,7421938.0,,7421938.0
545,56558968,Pirate SamKtr41,413,38183272.0,36183925.0,6277331.0,1.175060966281055,7376246.630526021
265,11915882,AlphaOmegA,369,58126875.0,55352378.0,7355480.0,,7355480.0
645,73399169,SlicckRiick,433,35599277.0,33412980.0,5913457.0,1.2310807184710637,7279942.892207741
342,56267611,MatYaki,388,45699234.0,46255487.0,6937218.0,1.0427647333899488,7233886.278237954
55,75767119,Pooty Dealer,378,74716411.0,81952890.0,7211509.0,,7211509.0
699,67609112,EKSESô,446,32416358.0,31451995.0,5499737.172,1.2938084071349936,7115606.190166434
505,80781472,Slayer X KiMi,426,38365391.0,37886361.0,6133431.0,1.1573730024255289,7098667.451639814
628,69584739,Death Z7o55,444,33350882.0,33767191.0,5652703.0,1.253106549251049,7083439.150271052
198,60296881,KinSy,383,66618163.0,62835938.0,7065218.0,,7065218.0
566,61086085,Pirate Baio,438,34448431.0,35351778.0,5770880.0,1.222271323865965,7053581.13747162
865,80727532,M3llow Orphic,468,30351125.0,26455117.0,5053138.0,1.3957690873663313,7053013.814596129
574,66802116,SlayerˣBoy,434,37094200.0,35225232.0,5899670.0,1.1954406111278422,7052705.110252596
237,39418334,Beast Eicosoco,385,59233949.0,58186436.0,7028574.0,,7028574.0
459,62756828,BDGㅊHridxᴿⱽ,408,41558301.0,40464484.0,6327968.0,1.108993284272461,7017674.015091036
624,70654401,ʷʷ Hoshi,439,36511691.0,33894508.0,5769788.0,1.2156337593505013,7013949.077095411
1045,96234720,BloodViking57,483,28065087.0,24109352.0,4729880.0,1.4728383300827441,6966348.56069177
449,40541417,vɪcᴛoʀɪᴀ,422,40921619.0,40841917.0,6171162.0,1.1109932818635149,6856119.523291412
757,96265564,M3llow Quinton,462,31624497.0,29443737.0,5138602.0,1.3319738152716352,6844483.311102455
825,96119113,Aɢɴɪ,465,33509369.0,27170419.0,5100559.0,1.3375011492800393,6822003.524470648
720,84118914,ᴳᵂKzadé 왕자,466,29993839.0,30644601.0,5080176.0,1.3380928790483795,6797747.32991248
456,69765691,Queen Terrible,420,43084833.0,40641955.0,6172479.0,1.0962222414974683,6766408.764976052
365,59692706,MikeScofield OG,405,44289809.0,45153630.0,6376568.0,1.0577528785867205,6744833.157503967
581,88203498,ᴹʳ ŦǤØ,442,40300195.0,35122314.0,5732654.0,1.1650337461266755,6678735.364868071
1093,95677201,Small Snow,495,27066014.0,22924732.0,4370123.0,1.5115862997042657,6605818.0548225045
1101,96240899,M3llow Treez,497,26813996.0,22566956.0,4319414.0,1.5115862997042657,6529167.025150801
277,63080564,shadow 0805,402,55056364.0,53479242.0,6499578.0,,6499578.0
322,63733625,toops405,403,55816870.0,47615790.0,6497589.0,0.9862350275985039,6497589.0
795,86883323,Pirates AbuZaki,486,28724431.0,27908207.0,4639459.676,1.3985145627039661,6488351.919963825
1052,97061961,I AM STIK,503,25787401.0,24057828.0,4275809.004,1.5115862997042657,6463254.310598541
1031,84998606,Lemonちゃん,501,26038788.0,24331787.0,4285949.0,1.5048775136580916,6449828.274785385
395,59151829,Yura09 OG,429,43884811.0,43430872.0,6018382.0,1.0713284815673956,6447664.049552545
112,6017556,Jackncoke,404,72868635.0,74223265.0,6401745.0,,6401745.0
339,61932165,XNXX IND jowo,421,48270947.0,46361494.0,6171169.0,1.0279208008260257,6343472.980512744
161,62935309,Lego Batman,406,67683927.0,68590548.0,6339892.0,,6339892.0
375,63601569,Slayer X Dwardo,427,48483321.0,44751803.0,6107987.0,1.0355264611984425,6324982.163156091
523,30316476,Big Daddy BaBa,448,38880314.0,37126354.0,5449620.0,1.159617454069089,6319474.470043988
584,31074420,iKingRagnar,459,34990826.0,35069733.0,5181960.0,1.2194051237495689,6318908.575065316
695,70189040,SLAYERDanny,467,36385806.0,31543688.0,5053766.0,1.2435223723529376,6284471.085636616
662,92000528,G U E V A R Aツ,470,34810793.0,32797585.0,5004799.108,1.2472883102895655,6242427.422756045
1025,95680750,ᴄᴏʀᴘsᴇ,505,27944099.0,24379575.0,4241802.0,1.4702356754249437,6236448.628488877
263,62104788,Fluff n Fatale,414,61248722.0,55399735.0,6215219.0,,6215219.0
778,63375965,Pirate Adjie,488,29964207.0,28645866.0,4509076.0,1.3679214768114794,6168061.9009751985
504,44665294,COBIN,453,39095328.0,37905422.0,5333862.0,1.1506145862688646,6137219.4183452185
674,79910580,MetteHit,463,40658558.0,32250552.0,5113422.0,1.189444263220578,6082130.463325894
538,66903398,Slayer Prëtty,464,36827550.0,36353435.0,5104919.0,1.1867148027149919,6058082.943961013
324,73925214,KhaLᴇᴇsí,436,47107964.0,47360581.0,5887116.416,1.028797474024573,6056650.498069398
491,63469420,lady talia,447,44918259.0,38774685.0,5489692.016,1.0964696936554024,6019280.923046028
521,61178797,Guan Chau OG,461,38245121.0,37173981.0,5158514.0,1.16506561326973,6010007.276970487
501,96242448,Gilded Goat,450,44295139.0,38057054.0,5422580.0,1.106474075068217,5999944.189983412
8,17736681,WomBort,430,108862749.0,105576319.0,5960674.0,,5960674.0
738,62351996,Pirate Nanaメ,492,30495546.0,30195216.0,4450785.0,1.3373442098835868,5952231.54918672
877,74357168,仒 Changretta,513,28369632.0,26203424.0,4147169.06,1.4319501756027249,5938539.463721188
153,12168629,OnlyFuzZ,432,66373074.0,68896448.0,5935608.276000001,,5935608.276000001
586,65935461,EVillord,472,38184720.0,35066178.0,4980357.0,1.186016478377613,5906785.4702032935
124,10621502,Ｓｌoｔｈ,435,72720872.0,72917766.0,5895651.0,,5895651.0
589,66337757,338 Win kvk,476,37338037.0,35022590.0,4923809.0,1.195018284732936,5884041.785532593
820,57008215,M3llow Abdi1838,512,28673693.0,27281752.0,4159446.0,1.4093330208245343,5862044.596136526
90,17780812,Traxxxx,437,77854882.0,76650808.0,5860235.032000001,,5860235.032000001
647,87615855,VR Sage,482,37025815.0,33344932.0,4741504.0,1.2160188190497856,5765758.094599835
433,80187532,AtticusWiggleBs,455,42399548.0,41408666.0,5256723.0,1.0956279007377914,5759412.385250065
199,63811771,M3llowMabrock x,440,65417682.0,62736274.0,5758755.0,,5758755.0
258,52130105,ᵛⁿMr Crab,441,59203168.0,56140600.0,5756575.0,,5756575.0
573,79444007,CANİK TR,478,36651269.0,35233982.0,4793594.0,1.1999233212853393,5751945.233373474
1111,96653681,Slayer Kowalski,533,25412294.0,22093279.0,3791165.0,1.5115862997042657,5730673.073918322
452,64905605,SlayerXARGOBEL,460,42549317.0,40693195.0,5181726.0,1.0997866597376793,5698793.129215886
295,83526855,Zãnøagã,443,58710737.0,50433151.0,5696743.0,,5696743.0
256,21464563,SirKage,445,53594872.0,56280639.0,5642883.556,,5642883.556
682,76112824,Cim Cimeterium,491,34060876.0,32108533.0,4452866.0,1.264600565558768,5631096.861957409
418,67147404,JealousSs,456,44664696.0,42172968.0,5212390.0,1.0744953766664056,5600688.956382206
777,15856222,I Am NoTTeA,510,31720820.0,28720535.0,4164245.0,1.340922291727292,5583928.948713917
773,96191862,ExileANt,506,33218982.0,28848891.0,4229847.0,1.3180120794448005,5574989.440203351
632,71366499,HarryPoTHeaD420,489,34553238.0,33737912.0,4482103.024,1.2393229080137018,5554772.953720687
747,7696305,BunnyOfImpurity,516,30463847.0,29936520.0,4113910.0,1.3415125847844382,5518862.037670548
1211,97287877,Jarvis Ztech,543,16949482.0,16949482.0,3621617.0,1.5115862997042657,5474386.639976064
336,70130949,ᴰᴰBlackHawk,457,44898731.0,46419501.0,5190711.004,1.0464621893252537,5431882.8014005255
131,30421620,Jœÿ Dealer,449,71563347.0,72055632.0,5422696.0,,5422696.0
291,51380796,QuicheeeX,451,55105325.0,50798351.0,5419116.872,,5419116.872
1043,97435707,ImAnRSoul,539,28272955.0,24168971.0,3690555.0,1.4681787485323594,5418394.421289842
271,63860398,Nemesis523,452,61557972.0,54778087.0,5396865.0,,5396865.0
424,62241563,Slayer X Nemo,475,42746434.0,41879089.0,4927938.0,1.0897404585652601,5370173.415901171
681,85506145,césar le bon,507,33172285.0,32167687.0,4199963.996,1.2749096031440852,5354574.431359806
999,39750664,义pirate Cange,548,25367039.0,24699526.0,3534872.0,1.510378185655084,5338993.557882958
438,63686087,bArBaBiAnCa,474,45416520.0,41264770.0,4949535.0,1.075540967203635,5323427.661108243
454,55846661,Melo 06,479,41299190.0,40654483.0,4791346.0,1.1095249547503667,5316117.9538433505
246,67246450,WIN CôngĐạt,454,55671330.0,57641548.0,5309806.0,,5309806.0
727,84422173,Cr3epsReborn,525,30855631.0,30376213.0,3946128.06,1.3296628774728991,5247019.9911361495
665,83681926,FREEZEDOM,508,34836740.0,32695033.0,4189756.0,1.2481919077802213,5229619.534773629
658,86108244,Sułtąnąツ,500,37632736.0,32850578.0,4297912.0,1.2147975686113424,5221093.047705512
765,83303668,Slayer XTogepik,532,30520500.0,29116167.0,3857382.9960000003,1.3526282404171948,5217605.1744946875
831,80244425,TheDANdaLoRiaN,540,28823925.0,27003622.0,3673758.34,1.411395641594813,5185126.509348595
403,59967543,自由ㅅ 自在,480,42424217.0,42999146.0,4762023.0,1.0841279772432912,5162642.362576029
935,96294305,QasehManje,549,27775329.0,25416335.0,3529417.0,1.4552498282201958,5136183.482967439
1132,99495030,Slayer ˣPēēp,558,24821205.0,20948478.0,3370942.0,1.5115862997042657,5095469.744297697
962,96095459,ᴺᴼMęrcy,554,27021355.0,25080417.0,3447712.0,1.4741083722457733,5082301.12429222
635,96215472,义 LKW 义,499,40587879.0,33693578.0,4303377.0,1.1758895778574971,5060296.163891663
928,95680616,ɪɴsᴀɴᴇ,546,30644226.0,25518860.0,3593366.0,1.4059974747654511,5052263.52190803
668,84457284,Doctor Magu,521,34118910.0,32541794.0,4000651.0,1.2586088283716694,5035254.667833948
854,96237983,SlayerVannalla,555,25980222.0,26615044.0,3435348.0,1.4655186183337667,5034566.454455669
333,67074469,Bamboo ALL,469,60881745.0,46630179.0,5024027.244,0.970023991266344,5024027.244
451,57403982,SlayerˣDASH,494,38096694.0,40731219.0,4414033.0,1.134747194576705,5008811.563518996
74,33876264,Bigstone,471,78366718.0,78883518.0,5002281.0,,5002281.0
280,60334815,Harutya OG,473,54351881.0,52496073.0,4967390.0,,4967390.0
610,69972191,August ᴰᴷ,523,34051707.0,34449320.0,3989363.0,1.2369060904137288,4934467.391571185
608,95629433,LiarsV,518,37250523.0,34485188.0,4100553.0,1.2014806620620755,4926735.13326063
400,79884545,PirateBootstrap,481,50111684.0,43119832.0,4754159.0,1.0355464906140313,4923152.668271112
758,55179400,Slayer X Lexa,542,30163139.0,29425312.0,3634070.0,1.353337496798201,4918123.1969894385
997,96282361,fOLLOWyOURfUN,561,28062553.0,24736724.0,3354164.0,1.461992019333417,4903760.999535452
1064,91384301,HaeSoö,565,25790679.0,23851148.0,3242048.0,1.5115862997042657,4900635.339783615
316,67116818,Novalk ALL,477,51039049.0,48251222.0,4851377.0,1.004608941512046,4873736.712845885
980,96272429,M3llow Linh,560,28589776.0,24938559.0,3361426.0,1.4495081854562692,4872414.501805525
393,57418518,M3llow Goolins,487,46205263.0,43691553.0,4605534.0,1.054966498021375,4858684.075498376
806,90184186,D U N K E R,552,30459924.0,27586665.0,3487310.0,1.3764871307431847,4800237.335912015
465,83571282,SlayerₓFiSt0,496,42087634.0,40269289.0,4328848.0,1.1064380799749138,4789602.269623246
304,63575767,Bye Tuga,484,50755370.0,49531097.0,4724369.0,1.0,4724369.0
597,77683403,ᴷᴳ김사나,527,36994938.0,34948712.0,3918828.0,1.1993170140139058,4699917.095394086
436,9322230,ᴹᴰjrwn,498,43825045.0,41344656.0,4310828.0,1.0858981693516399,4681120.233589791
625,66284657,亗Pirate Lee,534,34360541.0,33873255.0,3772383.0,1.2399859405339386,4677701.882309241
356,96558455,ßRÈÈŽŸ,485,56597102.0,45473381.0,4668150.0,0.9920516850077261,4668150.0
548,86002978,Ali Gátor,524,39101350.0,36076719.0,3971781.0,1.1673283363553597,4636372.507097827
547,69847791,Simontx OG,528,37396436.0,36091829.0,3915466.0,1.1836563517439325,4634566.200937408
461,61069638,Edd Teague 37,509,42508052.0,40403197.0,4180419.0,1.102254344521962,4607885.004672156
1003,97822225,SlayerˣØrney,566,29645948.0,24666448.0,3191457.0,1.4362938914370251,4583870.193883934
445,63572648,PIRATE BALAZS,511,42752802.0,41074681.0,4161952.3239999996,1.0954874617895698,4559366.58750796
317,68605432,PREDATOŔ,490,48553288.0,48100244.0,4455288.0,1.017434384015858,4532963.201893244
467,53803289,ᵀᴴᴱWIZARD,526,39148617.0,40146395.0,3934346.316,1.1308275757466055,4449067.3066698685
309,61834122,RV EMONᴮᴰ,493,53893238.0,48872390.0,4428668.0,0.9890567789551801,4428668.0
546,71064808,Loard2002 OG,536,37878981.0,36099020.0,3751804.0039999997,1.178839309132376,4422774.040075441
880,96105156,CHANBAOKAN,574,28522507.0,26146203.0,3066634.0,1.430362406009234,4386397.986589721
420,51415089,lord Sitrix,530,38850766.0,42067100.0,3908327.0,1.1176250994281003,4368044.351972529
384,76158410,RJMB,514,46468272.0,43981825.0,4136544.0,1.0516149697691526,4350051.59350877
1049,96224387,Pᴇʀɪsɪᴋ,586,29315281.0,24076568.0,2971302.0,1.4518309980102515,4313828.348049857
261,3094944,Mve,502,56476878.0,55548960.0,4280020.0,,4280020.0
841,96255688,Slayer X Morlan,577,29785662.0,26835656.0,3051073.0,1.3986939805301204,4267517.439257976
116,11075518,The Clownfish,504,74084469.0,73891831.0,4251994.0,,4251994.0
871,84087218,Slayer 乂 Dext,569,32717896.0,26330507.0,3121329.0,1.3613423248178824,4249197.277381476
511,43366078,slayerxoeschapa,537,40582196.0,37580534.0,3724938.96,1.1404239765195703,4248009.701055872
840,95677008,Brals ᴾᴴ,572,31550728.0,26848667.0,3096157.528,1.3711098268137456,4245172.012004155
801,97642297,M3LLOW SQUIRREL,570,31554160.0,27760690.0,3119409.0,1.3573789907467975,4234220.240146477
1038,80025938,M3llow Evë,597,25624972.0,24250423.0,2781084.0039999997,1.5115862997042657,4203848.478773083
1075,95689782,Tōkyo,598,26195930.0,23604728.0,2771209.848,1.5115862997042657,4188922.839842341
985,96253628,Dr Ragnarson,590,30308117.0,24874525.0,2903664.4,1.4218893019566612,4128689.346832407
343,56084361,Seon deok,515,58181954.0,46208669.0,4117926.0,0.9822694667904905,4117926.0
216,39693303,ʇuɐɥɔɹǝW,517,65835857.0,61008762.0,4108234.0,,4108234.0
786,85461131,乂DEAD MAN乂,584,30200771.0,28095760.0,2981972.0,1.37267271530998,4093271.602218332
294,66466622,义Sala义,519,53752863.0,50569956.0,4090378.0,,4090378.0
844,84452211,RagnaRöK,593,28438027.0,26799467.0,2842214.0,1.4209907392815284,4038759.77305631
191,12168880,Taco Banderas,520,62519810.0,63541833.0,4001380.0519999997,,4001380.0519999997
346,68715283,Fatima Az zahra,529,49542621.0,46018577.0,3908664.0,1.0230283473995627,3998674.0724601643
391,97465809,M3llow Row,522,56476883.0,43779282.0,3997288.6360000004,1.0001383545416629,3997841.6790371286
507,62017877,SHAFINᴿⱽ,553,38933647.0,37790904.0,3460114.0,1.1530892496977398,3989820.2561286455
655,67548799,JOSE2,567,35332332.0,32910133.0,3180465.0,1.239885652692016,3943412.9223891124
1239,96130941,virus dz,611,28368042.0,15481183.0,2602388.636,1.5115862997042657,3933735.0086836712
401,53938211,Slayer GX,545,42915676.0,43087558.0,3612529.0,1.0801303579107766,3902002.2417330598
937,91218417,Koruoa MINI,592,34914807.0,25389909.0,2895103.0,1.3428926014189742,3887812.399045876
260,33752045,連Lin15,531,55627745.0,55759428.0,3865999.736,,3865999.736
402,76025975,SlayerXNoble,541,48439528.0,43060924.0,3667847.72,1.045396778904765,3834356.1920011863
894,88905382,M3llow Spider,604,29656669.0,26027386.0,2687621.0,1.4137170515295998,3799535.6357490346
481,70218713,x   Z I O N   x,550,45621142.0,39631171.0,3499054.0,1.085320212193512,3797594.0297565567
858,88318766,Pirate Lofted,605,29254188.0,26571264.0,2687398.0039999997,1.411429478930057,3793072.764463395
742,74264682,Spider mansasin,591,33255590.0,30108043.0,2903112.0,1.3004720824250144,3775416.1081530484
670,76585321,A i n gˢᶠ,583,34076336.0,32430812.0,2991920.0,1.2604724811478873,3771232.825795987
817,96675956,Legend MoRpeh シ,600,30875773.0,27352166.0,2744982.66,1.3737171332966467,3770829.710644204
556,74919143,Flintチだ院,568,36774236.0,35702251.0,3152484.0,1.193833266886326,3763540.272526873
227,67058811,bioruben,535,58083846.0,58645401.0,3755423.0,,3755423.0
432,58359807,RC STING,538,84634915.0,41552753.0,3714248.0,0.9138930048284778,3714248.0
499,37421375,Slayer X Zi,559,45429088.0,38099222.0,3362988.0,1.0976769493560719,3691474.4085610774
601,77427239,shark vn,578,36180004.0,34867683.0,3032171.0,1.2087354339511862,3665092.529499202
553,71268595,Slayer X Minato,575,36504664.0,35906750.0,3063204.0,1.1944983326598901,3658992.070597106
751,83594081,SlayerDmoniak93,599,31340207.0,29825311.0,2748919.0,1.3305984886521858,3657707.466827278
1170,80699071,M3llow Gypsy,624,19330298.0,19043446.0,2404674.28,1.5115862997042657,3634872.696899219
480,63286295,ᶦᶰᵈカラス,564,41655630.0,39855764.0,3262807.0,1.1129532374171793,3631351.6137174345
285,76218861,Lykth,544,53334219.0,51771885.0,3613421.0,,3613421.0
557,22020212,Ya ustal pzd,579,36997181.0,35660426.0,3030290.0,1.1919889187409207,3612072.1005714247
551,81744337,DeadZēd,571,39795702.0,35941494.0,3097829.0,1.1621042612498669,3600000.281523414
421,79774474,NjörD,562,43281583.0,42028737.0,3310513.0,1.0849152281019785,3591625.966529565
755,89893125,ᴍʀ Delaney,595,36115867.0,29555122.0,2814813.0,1.270766096589987,3576968.928640751
