Date,Name,ASCII Name,Governor ID,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,,,
2021-11-23,Heo Bé Ba,Heo Be Ba,79756107,RP38,42609892,"4,034,600","33,229,160","593,460","446,404","275,770","2,326,474","392,492","304,434,000","97,982","793,697",33229160,0,FALSE
2021-11-23,Sir Brraapp,Sir Brraapp,69541181,RR38,42563252,"76,446,153","571,968,242","25,423,993","2,092,647","4,365,385","34,604,595","9,959,533","2,233,662,381","20,754","5,450,403",571968242.6,-0.600000023841858,FALSE
2021-11-23,ᴹᴶPanda IND,MᴶPanda IND,69765624,Ri38,42534387,"5,610,849","7,879,424","4,899,131","99,057","27,556","511,084","74,021","1,054,740,933","6,074","109,505",7879424.2,-0.200000000186265,FALSE
2021-11-23,Driscie,Driscie,83619899,]t38,42430076,"15,274,626","114,640,743","1,775,727","3,494,996","1,370,019","7,086,215","1,547,669","2,671,978,814","83,219","1,244,607",114640743.4,-0.400000005960465,FALSE
2021-11-23,Zea OG,Zea OG,52710496,RK38,42392791,"18,969,339","166,124,494","3,092,683","1,046,768","491,703","12,531,809","1,806,376","2,305,416,021","19,317","2,129,482",166124494.6,-0.599999994039536,FALSE
2021-11-23,ᵂᴬMOSTAFA,ᵂᴬMOSTAFA,46131252,RX38,42377792,"14,335,497","113,069,786","2,329,531","822,306","1,446,597","8,956,838","780,225","2,475,893,667","19,075","2,744,314",113069786.2,-0.200000002980232,FALSE
2021-11-23,Paroquetᶤᶺ,ParoquetIᶺ,83714282,RX38,42348774,"9,807,528","60,828,880","1,323,373","2,527,895","1,872,344","3,365,928","717,988","390,021,927","34,640","1,163,776",60828880.6,-0.600000001490116,FALSE
2021-11-23,尺V AsiF,尺V AsiF,62017843,RK38,42283760,"9,556,458","65,364,100","2,682,641","587,300","1,144,818","4,376,028","765,671","1,197,771,214","23,429","1,134,918",65364100.2,-0.200000002980232,FALSE
2021-11-23,JealousSs,JealousSs,67147404,RR38,42172968,"17,503,135","168,264,647","1,497,276","1,510,548","1,591,359","9,950,038","2,953,914","643,990,446","38,584","2,365,054",168264647.2,-0.199999988079071,FALSE
2021-11-23,A7X fold,A7X fold,63900101,RA38,42098033,"5,955,258","55,441,934","36,702","295,401","443,573","5,052,214","127,368","2,025,060,388","40,970","416,404",55441934.4,-0.399999998509884,FALSE
2021-11-23,Anarchy lord,Anarchy lord,51415089,RC38,42067100,"2,470,169","18,666,340","481,232","376,189","232,144","1,072,294","308,310","3,778,231,008","8,680","501,772",18666340.4,-0.399999998509884,FALSE
2021-11-23,NjörD,NjorD,79774474,RK38,42028737,"45,281,629","290,684,103","13,408,877","2,777,864","4,023,615","23,507,332","1,563,941","637,559,489","58,995","3,174,528",290684103.4,-0.399999976158142,FALSE
2021-11-23,Pro RoK,Pro RoK,38895906,RX38,42010685,"56,790,915","374,913,347","18,176,259","4,091,752","4,358,338","25,763,008","4,401,558","1,829,807,439","76,577","5,447,768",374913347.8,-0.800000011920929,FALSE
2021-11-23,Y Amlak K,Y Amlak K,73670637,F38i,41879367,"21,870,061","109,435,352","10,087,503","1,699,133","1,010,319","8,148,381","924,725","33,990,694,226","31,704","2,031,476",109435352.6,-0.599999994039536,FALSE
2021-11-23,NEMOˢᵃᵈ,NEMOsad,62241563,RX38,41879089,"11,314,149","119,972,761","417,065","180,886","722,024","8,324,400","1,669,774","5,610,485,482","26,385","4,320,075",119972761,0,FALSE
2021-11-23,Bangᴿⱽ,BangRⱽ,58615587,RK38,41794378,"37,501,594","340,439,995","5,598,999","2,467,896","4,903,691","17,585,052","6,945,956","1,326,365,163","46,175","3,170,224",340439995.8,-0.800000011920929,FALSE
2021-11-23,Wenskiee,Wenskiee,84507550,Ri38,41741917,"19,565,500","151,699,772","860,192","4,215,772","2,675,920","10,387,981","1,425,635","1,574,490,772","28,742","756,710",151699772.4,-0.400000005960465,FALSE
2021-11-23,Imperator Venum,Imperator Venum,81744680,RP38,41717699,"14,023,296","120,731,081","1,257,176","2,164,181","1,024,261","7,949,932","1,627,746","1,619,966,382","64,568","1,657,884",120731081.2,-0.200000002980232,FALSE
2021-11-23,B O K U T Oヅ,B O K U T Oヅ,75888646,RA38,41677619,"32,566,241","295,954,345","7,976,477","505,309","749,003","17,635,662","5,699,790","586,110,295","43,377","3,031,780",295954345.4,-0.399999976158142,FALSE
2021-11-23,Blackshadow26,Blackshadow26,63559810,RK38,41608360,"18,787,397","166,581,515","3,422,557","1,565,083","2,685,212","7,026,491","4,088,054","2,333,319,291","82,833","5,111,397",166581515.4,-0.400000005960465,FALSE
2021-11-23,キトKITOKIちゃんOG,キトKITOKIちゃんOG,62679050,RR38,41568273,"53,445,845","412,738,728","12,716,313","3,266,784","2,319,832","30,847,575","4,295,341","2,316,808,388","47,250","2,890,695",412738728.6,-0.600000023841858,FALSE
2021-11-23,viddik,viddik,29137686,Ri38,41567874,"10,514,133","114,010,188","601,320","189,097","107,665","7,923,995","1,692,056","1,164,252,995","17,206","1,930,971",114010188,0,FALSE
2021-11-23,RC STING,RC STING,58359807,RX38,41552753,"33,143,344","278,615,712","7,368,532","1,566,974","482,062","20,243,571","3,482,205","2,483,528,945","45,870","2,229,028",278615712.4,-0.399999976158142,FALSE
2021-11-23,AtticusWiggleBs,AtticusWiggleBs,80187532,RK38,41408666,"3,631,263","37,039,836","205,122","107,130","248,278","2,562,322","508,411","452,749,706","33,827","275,256",37039836.4,-0.399999998509884,FALSE
2021-11-23,BubblesLvs2Farm,BubblesLvs2Farm,58698652,[{Hp38]Humble plebeians,41383339,"15,156,585","149,420,372","2,273,572","501,604","986,700","8,387,853","3,006,856","4,378,895,736","22,771","2,494,541",149420372.4,-0.400000005960465,FALSE
2021-11-23,CYBele,CYBele,60297432,Rt38,41382321,"4,320,236","43,016,009","418,968","540,842","187,333","2,236,066","937,027","1,336,537,006","28,424","3,697,538",43016009.6,-0.600000001490116,FALSE
2021-11-23,ᴹᴰjrwn,MDjrwn,9322230,Ri38,41344656,"3,063,868","42,330,498","21,101","14,716","18,049","1,797,539","1,212,463","2,686,721,672","44,565","3,330,296",42330498.2,-0.200000002980232,FALSE
2021-11-23,ɴooᴅʟᴇ,ɴooᴅʟᴇ,5716022,RA38,41297249,"985,076","11,414,410",0,0,0,"828,711","156,365","2,507,262,101","41,038","1,021,934",11414410,0,FALSE
2021-11-23,bArBaBiAnCa,bArBaBiAnCa,63686087,RX38,41264770,"7,451,092","65,532,852","826,823","970,588","445,063","4,252,630","955,988","651,167,636","17,483","1,983,212",65532852.6,-0.600000001490116,FALSE
2021-11-23,Aquilasia,Aquilasia,62763532,Rt38,41242102,"6,980,134","41,205,270","1,051,044","1,808,011","1,168,600","2,634,494","317,985","1,357,008,082","27,689","765,196",41205270.8,-0.799999997019768,FALSE
2021-11-23,Wiggly lou,Wiggly lou,12529038,Ri38,41234862,"6,696,522","80,301,193","6,495","2,827","1,415","5,342,712","1,343,073","2,544,426,485","10,025","6,259,241",80301193,0,FALSE
2021-11-23,G҉a҉r҉i҉p҉,G҉a҉r҉i҉p҉,68627238,RX38,41153229,"5,731,737","60,695,858","299,142","85,191","305,802","4,158,960","882,642","213,283,114","51,513","3,753,391",60695858.4,-0.399999998509884,FALSE
2021-11-23,Callysta34,Callysta34,62687626,RX38,41100411,"13,480,229","150,047,629","1,946,639","93,628","556,509","7,042,405","3,841,048","2,874,702,195","48,858","6,630,973",150047629.8,-0.800000011920929,FALSE
2021-11-23,Equuleus,Equuleus,55567655,Rt38,41094994,"7,554,054","84,032,765","208,565","491,382","511,822","4,588,470","1,753,815","1,696,761,929","52,440","1,877,877",84032765,0,FALSE
2021-11-23,FarmingBubbles,FarmingBubbles,21257492,Hp38,41084689,"2,047,215","22,107,970","119,653",594,"95,438","1,492,950","338,580","7,658,201,248","9,335","2,168,027",22107970.6,-0.600000001490116,FALSE
2021-11-23,B AL AZS,B AL AZS,63572648,Rt38,41074681,"4,263,419","46,014,870","128,070","213,682","432,903","2,594,500","894,264","2,634,207,508","33,740","1,949,198",46014870,0,FALSE
2021-11-23,Byxoy Batya,Byxoy Batya,23038649,RX38,41072585,"12,278,470","100,712,461","690,486","2,126,121","1,916,828","6,224,589","1,320,446","2,626,443,403","14,964","5,740,017",100712461.2,-0.200000002980232,FALSE
2021-11-23,义Pirate义,义Pirate义,77753647,RP38,41061714,"9,970,708","100,748,834","542,040","865,767","780,363","5,986,332","1,796,206","351,555,916","12,605","1,928,642",100748834,0,FALSE
2021-11-23,ICHIGO OG,ICHIGO OG,70015615,RA38,41005804,"47,879,124","391,376,866","8,678,930","3,819,230","2,513,720","28,539,714","4,327,530","3,183,718,294","60,093","2,733,254",391376866,0,FALSE
2021-11-23,vɪcᴛoʀɪᴀ,vɪcᴛoʀɪᴀ,40541417,RR38,40841917,"12,985,278","158,835,450","1,316,713","185,338","324,598","6,626,954","4,531,675","2,299,833,039","28,017","3,177,717",158835450.6,-0.599999994039536,FALSE
2021-11-23,ZettuS,ZettuS,84895741,Ri38,40825403,"22,471,908","148,382,496","7,510,752","235,620","2,169,249","11,339,363","1,216,924","4,500,000,000","49,960","1,534,417",148382496.4,-0.400000005960465,FALSE
2021-11-23,MmDASHᶤᶺ,MmDASHIᶺ,57403982,RX38,40731219,"2,107,891","24,290,864","15,752","15,382","7,375","1,716,019","353,363","1,212,208,898","25,733","1,333,259",24290864.4,-0.399999998509884,FALSE
2021-11-23,ARGOBEL,ARGOBEL,64905605,RX38,40693195,"5,867,307","57,201,229","191,738","231,728","251,739","4,814,957","377,145","1,093,690,235","44,135","3,021,571",57201229.6,-0.600000001490116,FALSE
2021-11-23,GIYU T0MI0KA,GIYU T0MI0KA,97830892,RP38,40680119,"14,339,766","57,750,963","990,066","7,823,000","2,639,710","2,639,169","247,821","291,021,058","6,461","839,353",57750963.2,-0.200000002980232,FALSE
2021-11-23,Melo 06,Melo 06,55846661,Rt38,40654483,"4,638,757","27,823,933","1,528,937","314,990","630,124","1,892,645","272,061","1,060,868,378","21,027","1,912,478",27823933.4,-0.399999998509884,FALSE
2021-11-23,LeugimPT2,LeugimPT2,35309022,Rt38,40650007,"13,176,749","84,073,002","4,243,573","1,470,698","1,151,943","5,053,558","1,256,977","662,623,270","27,856","1,439,703",84073002.6,-0.599999994039536,FALSE
2021-11-23,Queen Terrible,Queen Terrible,69765691,]t38,40641955,"6,451,515","61,087,712","745,150","845,360","162,008","3,538,001","1,160,996","466,264,121","45,609","707,569",61087712,0,FALSE
2021-11-23,Miniᴳᴺᴳ,Miniᴳᴺᴳ,55136170,F38N,40509745,"381,422","4,592,699","16,867","15,447","38,613","180,592","129,903","5,468,435,854","5,225","1,456,685",4592699.4,-0.400000000372529,FALSE
2021-11-23,DolphynPanchito,DolphynPanchito,10078313,Hp38,40481245,"1,260,784","17,659,887","1,649","1,124","11,640","731,667","514,704","15,048,097,864","11,302","2,860,713",17659887.8,-0.800000000745058,FALSE
2021-11-23,BDGㅊHridxᴿⱽ,BDGㅊHridxRⱽ,62756828,RK38,40464484,"11,698,350","129,796,760","470,614","329,118","301,058","8,411,103","2,186,457","591,005,450","27,931","1,444,777",129796760.8,-0.799999997019768,FALSE
2021-11-23,ç ī m ø ľ,c i m o l,71363203,Rt38,40408406,"14,523,069","100,010,250","3,573,380","1,549,853","1,151,682","7,337,394","910,760","9,124,762,409","70,859","1,902,966",100010250,0,FALSE
2021-11-23,EDD XXXVII,EDD XXXVII,61069638,Rt38,40403197,"5,354,045","42,075,286","402,230","806,347","792,984","2,983,947","368,537","1,910,873,372","58,819","2,824,629",42075286,0,FALSE
2021-11-23,カEitschiカ,カEitschiカ,42028782,Rt38,40385311,"19,703,324","202,248,603","1,059,285","1,218,976","885,066","13,474,141","3,065,856","3,311,652,635","29,256","3,311,168",202248603,0,FALSE
2021-11-23,M3llow Plydz,M3llow Plydz,61498739,Ri38,40364647,"2,952,122","16,732,511","536,298","535,431","734,095","1,030,795","115,503","636,157,607","45,350","267,173",16732511.6,-0.599999999627471,FALSE
2021-11-23,Erwinlim,Erwinlim,67980415,RK38,40284717,"54,601,154","489,794,577","4,279,566","4,823,272","2,891,480","38,441,052","4,165,784","6,307,844,270","17,469","4,300,963",489794577.2,-0.199999988079071,FALSE
2021-11-23,MeFiSt0ᶤᶺ,MeFiSt0Iᶺ,83571282,RX38,40269289,"16,540,306","70,112,322","9,324,014","1,023,166","1,155,502","3,917,330","1,120,294","2,560,718,432","31,065","2,363,914",70112322.8,-0.799999997019768,FALSE
2021-11-23,Ch0N,Ch0N,80394569,RX38,40250029,"17,590,582","125,755,986","4,322,682","1,317,584","1,300,163","9,594,743","1,055,410","767,182,373","38,259","1,234,700",125755986.4,-0.400000005960465,FALSE
2021-11-23,ᵀᴴᴱWIZARD,TᴴᴱWIZARD,53803289,Rt38,40146395,"3,861,040","35,407,085","89,589","231,924","893,530","2,156,874","489,123","622,644,850","9,508","2,275,273",35407085.8,-0.799999997019768,FALSE
2021-11-23,Míck Dundee,Mick Dundee,91393098,RK38,40128912,"7,015,072","61,622,483","261,146","745,199","843,674","4,659,590","505,463","223,132,145","21,626","876,226",61622483.2,-0.200000002980232,FALSE
2021-11-23,Lil Flexy I am8,Lil Flexy I am8,73915182,F38i,40124885,"19,733,015","161,536,596","5,761,783","600,342","556,994","9,932,234","2,881,662","999,128,485","44,969","3,596,525",161536596.6,-0.599999994039536,FALSE
2021-11-23,Dixie  Normous,Dixie  Normous,17539883,[{Hp38]Humble plebeians,40094642,"5,031,588","72,002,279","29,446","1,814","23,753","2,763,375","2,213,200","10,228,260,863","17,584","2,967,714",72002279.2,-0.200000002980232,FALSE
2021-11-23,KinG 2020,KinG 2020,67180833,Rt38,40070930,"17,581,276","199,519,443","1,283,089","1,080,354","569,242","9,814,667","4,833,924","793,696,386","75,047","1,987,279",199519443.8,-0.800000011920929,FALSE
2021-11-23,FLOPO,FLOPO,34601789,,40068899,"35,692,657","223,350,464","9,133,520","3,502,369","5,371,333","16,067,501","1,617,934","1,822,985,673","17,093","3,803,553",223350464,0,FALSE
2021-11-23,miss u wim,miss u wim,60891605,RP38,40031764,"17,792,801","110,420,319","6,407,847","807,944","1,288,538","8,340,073","948,399","555,021,235","22,999","2,243,230",110420319.4,-0.400000005960465,FALSE
2021-11-23,Boemen,Boemen,37461942,Ri38,40024289,"4,638,634","47,679,254","402,041","298,946","238,656","2,793,349","905,642","236,354,896","18,313","6,463,687",47679254.2,-0.200000002980232,FALSE
2021-11-23,サイタマ one punch,サイタマ one punch,38997259,RX38,40021341,"15,263,029","154,080,489","2,033,968","1,829,148","574,565","6,878,982","3,946,366","5,481,032,438","23,885","4,645,092",154080489.6,-0.599999994039536,FALSE
2021-11-23,Corhejlo,Corhejlo,5128347,Hp38,39991663,"1,792,767","20,746,702",392,"7,969","378,199","890,625","515,582","13,711,831,559","11,972","1,078,332",20746702.4,-0.399999998509884,FALSE
2021-11-23,the PuNisHeR,the PuNisHeR,76923099,RX38,39951322,"23,417,517","216,105,227","1,046,889","2,002,245","3,463,515","14,006,006","2,898,862","2,250,486,133","19,995","3,422,996",216105227.8,-0.800000011920929,FALSE
2021-11-23,SpartaCouilles,SpartaCouilles,82856645,RP38,39913071,"12,866,995","101,350,514","1,615,644","1,612,718","1,571,810","6,982,175","1,084,648","621,533,338","37,008","1,037,503",101350514.8,-0.799999997019768,FALSE
2021-11-23,TheTrueFarmer,TheTrueFarmer,41855461,F38!,39873820,"2,918,343","39,629,194","47,643","180,403","17,125","1,427,308","1,245,864","8,753,212,354","7,919","1,075,847",39629194.6,-0.600000001490116,FALSE
2021-11-23,ᶦᶰᵈカラス,Iᶰdカラス,63286295,RX38,39855764,"14,120,328","123,820,993","1,492,187","1,231,401","1,286,006","8,629,895","1,480,839","452,852,875","22,883","5,578,619",123820993.4,-0.400000005960465,FALSE
2021-11-23,x   Z I O N   x,x   Z I O N   x,70218713,RP38,39631171,"1,141,941","14,328,116","27,353","19,398","26,790","719,131","349,269","89,201,721","5,127","562,703",14328116.6,-0.599999999627471,FALSE
2021-11-23,GremlinQUEEN,GremlinQUEEN,23205212,Rt38,39588791,"818,473","11,489,206","21,371",1,850,"444,349","351,902","5,125,448,496","7,787","193,502",11489206.2,-0.199999999254942,FALSE
2021-11-23,ᴮᴰNIMROD,ᴮDNIMROD,76490131,RP38,39464315,"18,257,099","141,767,518","5,218,263","1,005,693","977,185","8,631,542","2,424,416","797,593,922","78,563","1,878,489",141767518.6,-0.599999994039536,FALSE
2021-11-23,AlfatherKrawaTR,AlfatherKrawaTR,29216170,RX38,39445103,"11,708,547","88,150,115","4,353,265","308,312","317,667","4,919,389","1,809,914","3,600,882,482","15,858","1,823,815",88150115,0,FALSE
2021-11-23,ᴷᴳ김사나ᶤᶺ,Kᴳ김사나Iᶺ,83068025,RX38,39130812,"10,489,497","65,322,747","3,539,558","1,566,046","716,816","3,472,606","1,194,471","839,571,325","40,029","480,155",65322747.6,-0.600000001490116,FALSE
2021-11-23,zaidoun,zaidoun,64085623,,39092395,"32,577,368","293,831,250","5,999,853","1,684,188","1,612,831","18,279,834","5,000,662","811,631,458","93,232","4,488,236",293831250.6,-0.600000023841858,FALSE
2021-11-23,nguyennopro,nguyennopro,68694772,RP38,38955818,"14,957,831","106,457,155","4,983,739","771,836","625,534","7,011,984","1,564,738","508,234,916","21,331","2,214,107",106457155.8,-0.799999997019768,FALSE
2021-11-23,MV KAOZ,MV KAOZ,48452348,Ri38,38852994,"18,662,003","139,161,851","2,182,815","4,279,811","1,626,999","8,778,989","1,793,389","1,798,689,235","29,115","3,658,826",139161851,0,FALSE
2021-11-23,ᴹᴬᴸer OG,MᴬLer OG,74585022,RK38,38842372,"65,090,959","344,560,716","14,315,254","10,710,417","14,904,788","24,255,232","905,268","1,938,850,481","44,759","1,871,929",344560716.8,-0.800000011920929,FALSE
2021-11-23,Cousᶤᶺ,CousIᶺ,83660407,RX38,38818309,"9,042,643","35,178,147","4,875,817","1,083,944","404,359","2,315,280","363,243","741,096,005","12,999","442,523",35178147.4,-0.399999998509884,FALSE
2021-11-23,lady talia,lady talia,63469420,RR38,38774685,"7,505,020","88,915,515","83,647","117,144","114,787","5,558,349","1,631,093","321,990,337","20,467","1,418,479",88915515.4,-0.400000005960465,FALSE
2021-11-23,ᴰᴷ mōøvik,DK moovik,76795427,RK38,38579863,"26,553,394","196,519,403","3,440,416","2,789,268","4,004,636","15,214,724","1,104,350","680,943,819","17,165","3,579,262",196519403.2,-0.199999988079071,FALSE
2021-11-23,Jorgańdr,Jorgandr,72969016,RX38,38554558,"15,853,682","166,123,060","1,582,853","430,062","585,889","10,249,475","3,005,403","356,813,766","16,707","2,021,284",166123060.6,-0.599999994039536,FALSE
2021-11-23,mustachfarm,mustachfarm,16578265,MEow,38535009,"2,594,875","30,103,208","63,201","43,635","32,012","1,924,529","531,498","3,976,445,112","6,051","1,684,315",30103208.2,-0.199999999254942,FALSE
2021-11-23,Mschief Manage,Mschief Manage,76180743,RX38,38444360,"48,445,599","187,341,503","33,203,777","112,611","616,299","11,224,791","3,288,121","698,848,056","63,026","3,062,289",187341503.4,-0.400000005960465,FALSE
2021-11-23,모조 Mojo M,모조 Mojo M,63082694,,38387880,"11,125,425","75,453,399","2,859,889","1,646,770","837,153","4,739,299","1,042,314","11,052,429,574","27,000","2,258,841",75453399.8,-0.799999997019768,FALSE
2021-11-23,AMNA CASB,AMNA CASB,51213820,Ri38,38374900,"4,737,548","54,534,989","270,976","191,819","138,434","2,918,296","1,218,023","1,219,611,067","15,189","1,672,398",54534989.2,-0.200000002980232,FALSE
2021-11-23,Amaiaz,Amaiaz,25866777,Hp38,38279392,"497,874","6,124,281","3,045","1,146",640,"374,204","118,839","7,453,164,990","8,640","769,830",6124281,0,FALSE
2021-11-23,亗 FJ zi 亗,亗 FJ zi 亗,37421375,RX38,38099222,"33,981,750","118,365,842","19,908,071","5,736,316","1,390,264","4,159,144","2,787,955","1,267,785,112","20,982","5,045,814",118365842.2,-0.200000002980232,FALSE
2021-11-23,Aoi  Sora,Aoi  Sora,68399761,,38075054,"15,093,865","40,140,500","11,359,343","466,503","611,374","1,864,277","792,368","397,443,573","14,917","2,067,458",40140500.6,-0.600000001490116,FALSE
2021-11-23,Gilded Goat,Gilded Goat,96242448,RK38,38057054,"11,426,079","72,881,487","995,618","2,684,123","2,263,857","5,139,093","343,388","299,116,573","10,067","813,060",72881487.6,-0.599999994039536,FALSE
2021-11-23,I M BuồnBank,I M BuonBank,79498103,RP38,38003250,"31,552,552","199,647,740","10,655,303","2,640,565","2,920,740","12,616,629","2,719,315","1,708,484,784","48,366","1,185,120",199647740.6,-0.599999994039536,FALSE
2021-11-23,Marsh Farm 1,Marsh Farm 1,1181144,RE38,37988766,"1,578,121","20,966,664","2,781",0,"2,217","1,050,522","522,601","4,708,070,512","7,755","2,545,320",20966664.2,-0.199999999254942,FALSE
2021-11-23,COBIN,COBIN,44665294,Rw38,37905422,"28,253,436","139,830,060","16,717,150","764,810","313,970","7,544,899","2,912,607","798,740,564","30,448","4,589,670",139830060,0,FALSE
2021-11-23,F2P KiMi,F2P KiMi,80781472,RX38,37886361,"17,200,474","98,718,375","5,098,546","1,709,933","3,025,790","6,514,846","851,359","538,266,557","24,692","1,774,443",98718375.2,-0.200000002980232,FALSE
2021-11-23,ˢᵑ SimonLP,sᵑ SimonLP,75075936,RX38,37866075,"48,738,567","238,206,952","26,797,010","451,490","322,595","19,269,525","1,897,947","8,138,396,966","14,736","2,773,950",238206952,0,FALSE
2021-11-23,SHAFINᴿⱽ,SHAFINRⱽ,62017877,RK38,37790904,"9,349,529","110,723,012","305,294","98,864","155,874","6,594,921","2,194,576","960,205,011","39,953","1,619,405",110723012.8,-0.799999997019768,FALSE
2021-11-23,ᴹᴰAken,MDAken,84425529,Ri38,37653024,"15,956,631","54,467,647","9,814,459","554,709","1,203,932","4,109,101","274,430","1,715,994,949","15,984","482,832",54467647.8,-0.799999997019768,FALSE
2021-11-23,황신원 of Rose,황신원 of Rose,49964501,RO3E,37593570,"9,044,282","76,441,293","972,456","618,749","929,621","5,917,830","605,626","1,106,127,743","12,371","2,835,580",76441293.2,-0.200000002980232,FALSE
2021-11-23,R38 Hunter,R38 Hunter,85832280,Rt38,37590514,"23,135,372","114,631,073","4,148,577","8,225,722","2,565,191","7,682,849","513,033","513,434,272","4,854","1,191,154",114631073.4,-0.400000005960465,FALSE
2021-11-23,ᶜCỏ  3 Lá,ᶜCo  3 La,65767675,Rt38,37584622,"20,950,757","165,783,458","4,179,672","1,371,436","1,579,748","12,051,236","1,768,665","4,914,119,584","45,568","2,677,615",165783458.4,-0.400000005960465,FALSE
2021-11-23,oeschapa,oeschapa,43366078,RX38,37580534,"3,772,643","40,137,706","175,504","199,655","155,169","2,576,368","665,947","533,993,299","20,139","1,586,877",40137706.8,-0.799999997019768,FALSE
2021-11-23,恒纪元之星,恒纪元之星,42882386,RH38,37533764,"1,506,593","12,243,694","107,204","49,685","239,016","1,104,694","5,994","2,430,706,186","13,730","699,809",12243694.8,-0.800000000745058,FALSE
2021-11-23,Fallin0001,Fallin0001,39666473,F38N,37517826,"6,393,418","63,108,013","520,505","1,020,251","396,725","2,974,223","1,481,714","7,971,989,201","14,916","4,779,960",63108013,0,FALSE
2021-11-23,Apocó,Apoco,18881145,Ri38,37465999,"6,498,289","83,008,082","217,471","64,556","265,529","3,724,130","2,226,603","5,750,045,610","8,444","6,084,507",83008082.2,-0.200000002980232,FALSE
2021-11-23,LORDOFDRAGONS,LORDOFDRAGONS,43893200,OGFa,37442898,"2,728,820","22,995,383","263,618","301,760","153,545","1,847,298","162,599","1,886,862,692","10,267","2,143,407",22995383.6,-0.600000001490116,FALSE
2021-11-23,LEe sUn,LEe sUn,79282837,RX38,37400358,"40,751,625","305,765,602","13,675,553","2,041,073","2,478,279","16,209,917","6,346,803","5,839,129,962","24,437","2,805,558",305765602.6,-0.600000023841858,FALSE
2021-11-23,Lýnx Farm Boss,Lynx Farm Boss,63115280,F38s,37383683,"14,786,778","87,333,648","4,017,753","2,805,551","1,636,484","5,216,674","1,110,316","10,051,615,210","26,750","4,271,600",87333648.6,-0.599999994039536,FALSE
2021-11-23,GroundZilla,GroundZilla,63918303,Ri38,37346648,"2,677,438","24,842,967","648,677","67,433","41,614","1,398,237","521,477","826,000,816","31,716","1,052,589",24842967.4,-0.399999998509884,FALSE
2021-11-23,CallMeTea1,CallMeTea1,15888946,RH38,37238406,"3,121,496","49,557,804","300,420",0,0,"692,380","2,128,696","6,669,426,149","12,563","3,524,066",49557804,0,FALSE
2021-11-23,small big boy,small big boy,76251114,RP38,37219722,"14,684,178","192,000,373","309,585","305,441","275,896","8,564,113","5,229,143","3,298,605,814","46,078","2,872,671",192000373,0,FALSE
2021-11-23,Guan Chau OG,Guan Chau OG,61178797,RK38,37173981,"10,176,179","91,603,305","1,176,519","284,016","213,885","8,009,075","492,684","4,307,561,832","23,899","1,542,474",91603305.8,-0.799999997019768,FALSE
2021-11-23,YONUS,YONUS,34359083,Ri38,37158883,"12,217,591","41,547,426","8,625,360","91,027","47,570","2,962,266","491,368","141,436,186","17,770","2,053,747",41547426,0,FALSE
2021-11-23,Big Daddy BaBa,Big Daddy BaBa,30316476,RX38,37126354,"11,534,079","139,982,640","767,832","306,712","467,960","6,248,769","3,742,806","1,187,533,433","7,653","3,863,405",139982640.4,-0.400000005960465,FALSE
2021-11-23,尤吉歐Eugéo,尤吉歐Eugeo,68007996,F38N,37117449,"23,086,344","116,251,840","5,617,683","5,137,019","4,018,139","7,748,835","564,668","720,000,395","29,483","480,870",116251840.6,-0.599999994039536,FALSE
2021-11-23,ZR Hüntęr,ZR Hunter,53653040,KotF,37052388,"6,118,844","32,699,190","1,165,144","1,524,870","949,323","2,397,101","82,406","1,803,203,886","11,022","931,082",32699190.8,-0.800000000745058,FALSE
2021-11-23,Mighty Ares OG,Mighty Ares OG,60222813,RK38,36998000,"30,377,378","243,133,241","2,454,628","3,769,377","4,432,058","17,705,097","2,016,218","1,037,178,923","58,475","3,442,257",243133241.6,-0.599999994039536,FALSE
2021-11-23,Vieja Tsunade,Vieja Tsunade,55094256,RR38,36939705,"15,732,386","150,992,328","733,580","988,238","1,715,654","10,389,176","1,905,738","1,205,934,941","18,127","2,578,779",150992328,0,FALSE
2021-11-23,义ShAdEnO5义,义ShAdEnO5义,61109803,RC38,36857650,"2,068,960","17,428,984","250,220","529,450","35,050","890,496","363,744","408,263,199","27,836","3,622,966",17428984,0,FALSE
2021-11-23,GÃËTØŪ,GAETOU,81750678,RK38,36825334,"20,808,666","149,240,681","3,993,068","1,856,440","3,094,602","10,494,034","1,370,522","620,332,557","39,625","1,064,429",149240681.6,-0.599999994039536,FALSE
2021-11-23,Nz Húika,Nz Huika,17647992,F38K,36691359,"22,951,106","111,688,853","12,877,125","815,359","750,005","6,568,965","1,939,652","10,802,886,509","36,801","5,741,136",111688853,0,FALSE
2021-11-23,Hoa Queen,Hoa Queen,49219204,Rw38,36673350,"31,838,203","76,399,898","26,084,393","588,940","375,670","2,728,154","2,061,046","4,191,929,687","20,651","5,529,873",76399898.6,-0.599999994039536,FALSE
2021-11-23,I Am Tea,I Am Tea,95682829,RK38,36628275,"28,523,009","213,710,066","4,605,473","2,317,329","3,498,746","16,786,989","1,314,472","721,316,242","18,623","1,427,151",213710066.6,-0.599999994039536,FALSE
2021-11-23,ᵛⁿDVHⁿᵛ,ᵛⁿDVHⁿᵛ,84652781,RX38,36486792,"55,043,220","57,041,754","49,923,290","690,568","720,210","3,138,792","570,360","653,038,363","42,753","1,410,551",57041754,0,FALSE
