Governor ID,Unnamed: 0,Unnamed: 0.1,Date,Name,ASCII Name,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,KP By Kills,Kill Points_diff,T1 Kills_diff,T2 Kills_diff,T3 Kills_diff,T4 Kills_diff,T5 Kills_diff,RSS Assistance_diff,Dead Troops_diff
96410358,6023,4187,2021-12-09,TeMeHb,TeMeHb,Rw38,23819263.0,2333673,16411609,268598,401896,501752,968145,193282,8942899,17888,161291,16411609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96424810,6026,4146,2021-12-09,PirateShinyJack,PirateShinyJack,Rt38,13430986.0,529456,4232001,24537,36703,173797,242988,51431,0,8822,89824,4232001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96427511,6027,4233,2021-12-09,乄Pirate Val,乄Pirate Val,Rt38,16344995.0,482960,3640102,116573,18689,15235,313079,19384,226918278,13956,286239,3640102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96429615,6028,4166,2021-12-09,Slayer X Teavis,Slayer X Teavis,RX38,15155802.0,2077472,17152560,55504,463954,240043,1110604,207367,86104179,17761,290646,17152560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96464896,6029,2722,2021-12-02,Trooper cBЯToU,Trooper cBЯToU,RR38,25649836.0,15471398,108575707,1340465,2699159,2234144,8997988,199642,170030873,16177,373306,108575707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96471500,6034,4150,2021-12-09,Psychologyst,Psychologyst,RP38,15293387.0,2526019,14834863,390635,664631,407191,947253,116309,55527688,9001,280316,14834863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96482453,6035,4062,2021-12-09,KAITx Kz,KAITx Kz,Rw38,19091459.0,6463295,26657895,2576057,798809,1297924,1645673,144832,9775674,15337,292999,26657895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96486128,6036,4037,2021-12-09,F2P Dealerr,F2P Dealerr,RR38,21694942.0,4375020,36335169,356919,419717,411278,2996288,190818,302327,7232,187091,36335169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96502129,6037,955,2021-11-22,义Kakaroto义,义Kakaroto义,F38i,105466551.0,133344620,1296963003,2932855,3384116,9170585,110421542,7435522,2696859235,15334,3827725,1296963003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96547985,6043,919,2021-11-22,〤Amskit〤,〤Amskit〤,RP38,27428087.0,5569407,35387217,538845,1512828,672293,2734420,111021,108887837,28787,476423,35387217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96549640,6049,920,2021-11-22,〤MôSsMô〤,〤MoSsMo〤,Rg38,26401795.0,1621550,12958506,202424,224115,159873,887246,147892,84189415,20089,421513,12958506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96553958,6055,4095,2021-12-09,M3llow Silence,M3llow Silence,Ri38,20484375.0,1218747,10094485,29217,117005,160553,902702,9270,1874872,8750,292775,10094485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96558455,6056,857,2021-11-22,ßRÉÉŽŸ,sREEZY,RR38,45473381.0,21114620,136044885,1371119,6541874,2372721,10338209,490697,350841733,18264,916457,136044885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96566351,6062,714,2021-11-22,Vivadiva,Vivadiva,RR38,68248553.0,77976781,707638192,2698270,4316929,5791060,62811000,2359522,1842061860,12615,1557299,707638192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96569933,6068,956,2021-11-22,义Pillow义,义Pillow义,RK38,35155128.0,18841953,130381663,3170215,2576332,1348749,11573318,173339,629137075,29136,500163,130381663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96577092,6074,3609,2021-12-09,Shahrivar,Shahrivar,RY38,25173171.0,1301712,10642525,36875,145114,304768,717325,97630,14786591,20628,471628,10642525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96581509,6078,4077,2021-12-09,M3llow 7empest,M3llow 7empest,Ri38,16710463.0,297993,1900515,49946,71575,8929,163920,3623,22330655,10718,38789,1900515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96583489,6079,4131,2021-12-09,Pirate Kyozelia,Pirate Kyozelia,Rt38,16745519.0,450897,2884329,76867,68542,64023,235352,6113,19550000,12202,119637,2884329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
